	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting NSAF	Confident Phosphosites	#Confident Phosphosites	Ambiguous Phosphosites	#Ambiguous Phosphosites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
91	A0A090I3F4	A0A090I3F4_METFO_tRNA_pseudouridine_synthase_Pus10_OS=Methanobacterium_formicicum_OX=2162_GN=pus10_PE=3_SV=1			46.25695917466619	93.6	4.19	0.0024630541871921183		0		0	Single Protein		A0A090I3F4	1	42	42	1	42	1	1	59	100.0	Doubtful
92	A0A089ZGX6	A0A089ZGX6_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0645_PE=4_SV=1			55.449543913166146	56.91	6.61	0.011082693947144074		0		0	Single Protein		A0A089ZGX6	3	42	42	3	42	3	8	64	100.0	Confident
93	A0A090I3C5	A0A090I3C5_METFO_Tryptophan_synthase_beta_chain_OS=Methanobacterium_formicicum_OX=2162_GN=trpB2_PE=3_SV=1			47.41271216579476	65.73	10.96	0.02263681592039801		0		0	Single Protein		A0A090I3C5	4	21	21	4	21	4	11	41	100.0	Confident
94	A0A089ZH87	A0A089ZH87_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1832_PE=4_SV=1			24.320408809852786	100.0	16.44	0.012592592592592593		0		0	Single Protein		A0A089ZH87	3	25	25	3	25	3	4	32	100.0	Confident
95	A0A089ZGW2	A0A089ZGW2_METFO_Translation_initiation_factor_2_subunit_gamma_OS=Methanobacterium_formicicum_OX=2162_GN=eif2g_PE=3_SV=1			44.17213713706151	60.78	4.41	0.015		0		0	Single Protein		A0A089ZGW2	2	16	16	2	16	2	5	21	100.0	Confident
96	A0A090I3D2	A0A090I3D2_METFO_PQQ_repeat-containing_cell_surface_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0071_PE=4_SV=1			44.856976073198574	60.72	8.43	0.00539568345323741		0		0	Single Protein		A0A090I3D2	2	10	10	2	10	2	2	15	100.0	Confident
97	A0A090JXJ6	A0A090JXJ6_METFO_3-dehydroquinate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=aroB_PE=3_SV=1			41.244377688094374	88.5	13.1	0.015357502517623365		0		0	Single Protein		A0A090JXJ6	4	35	35	4	35	4	10	52	100.0	Confident
98	A0A090I3A9	A0A090I3A9_METFO_Chaperone_protein_DnaK_OS=Methanobacterium_formicicum_OX=2162_GN=dnaK_PE=3_SV=1			66.9133826551376	81.74	40.55	0.056556191475532716		0		0	Single Protein		A0A090I3A9	23	55	55	23	55	23	141	236	100.0	Confident
99	A0A089ZGZ1	A0A089ZGZ1_METFO_30S_ribosomal_protein_S8e_OS=Methanobacterium_formicicum_OX=2162_GN=rps8e_PE=3_SV=1			14.04666971691244	100.0	29.92	0.045931758530183726		0		0	Single Protein		A0A089ZGZ1	3	24	24	3	24	3	7	34	100.0	Confident
100	A0A090I409	A0A090I409_METFO_Glutamyl-tRNA(Gln)_amidotransferase_subunit_D_OS=Methanobacterium_formicicum_OX=2162_GN=gatD_PE=3_SV=1			48.689507098750006	89.57	8.62	0.013080168776371307		0		0	Single Protein		A0A090I409	3	29	29	3	29	3	8	45	100.0	Confident
101	A0A089ZGS2	A0A089ZGS2_METFO_Replication_factor_C_small_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=rfcS_PE=3_SV=1			36.39758568925744	91.9	16.2	0.011474558670820355		0		0	Single Protein		A0A089ZGS2	5	48	48	5	48	5	10	72	100.0	Confident
102	A0A090JY74	A0A090JY74_METFO_UDP-N-acetylglucosamine_2-epimerase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2201_PE=4_SV=1			49.20448521373841	78.41	2.05	0.0024937655860349127		0		0	Single Protein		A0A090JY74	1	28	28	1	28	1	1	32	100.0	Doubtful
103	A0A090I3P4	A0A090I3P4_METFO_Alanine_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=ala_PE=3_SV=1			35.68042938017645	82.26	3.67	0.003389830508474576		0		0	Single Protein		A0A090I3P4	1	24	24	1	24	1	3	34	88.23529411764706	Doubtful
104	A0A089ZH78	A0A089ZH78_METFO_V-type_ATP_synthase_subunit_C_OS=Methanobacterium_formicicum_OX=2162_GN=ahaC_PE=3_SV=1			42.916508076116905	61.56	11.95	0.014064697609001408		0		0	Single Protein		A0A089ZH78	4	19	19	4	19	4	6	28	100.0	Confident
105	A0A089ZH79	A0A089ZH79_METFO_50S_ribosomal_protein_L12_OS=Methanobacterium_formicicum_OX=2162_GN=rpl12_PE=3_SV=1			10.444904809440082	54.46	12.87	0.01818181818181818		0		0	Single Protein		A0A089ZH79	1	3	3	1	3	1	1	4	100.0	Doubtful
106	A0A090I3M8	A0A090I3M8_METFO_Imidazoleglycerol-phosphate_dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=hisB_PE=3_SV=1			21.29587666465787	64.06	10.94	0.032520325203252036		0		0	Single Protein		A0A090I3M8	1	5	5	1	5	1	4	8	100.0	Doubtful
107	A0A090JXT2	A0A090JXT2_METFO_O-acetylhomoserine_(Thiol)-lyase_OS=Methanobacterium_formicicum_OX=2162_GN=cysD_PE=3_SV=1			49.9594236708244	58.23	17.32	0.02222222222222222		0		0	Single Protein		A0A090JXT2	5	18	18	5	18	5	12	33	100.0	Confident
108	A0A089ZH11	A0A089ZH11_METFO_Thiamine_thiazole_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=thi4_PE=3_SV=1			27.727822515912738	61.24	8.91	0.005405405405405406		0		0	Single Protein		A0A089ZH11	1	12	12	1	12	1	1	18	100.0	Doubtful
109	A0A090I3K4	A0A090I3K4_METFO_Diaminopimelate_epimerase_OS=Methanobacterium_formicicum_OX=2162_GN=dapF_PE=3_SV=1			31.756884461898792	86.55	3.1	0.00398406374501992		0		0	Single Protein		A0A090I3K4	1	15	15	1	15	1	2	20	100.0	Doubtful
110	A0A090I3L9	A0A090I3L9_METFO_Dihydroxy-acid_dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=ilvD_PE=3_SV=1			58.687614446657	55.35	2.18	0.002570694087403599		0		0	Single Protein		A0A090I3L9	1	33	33	1	33	1	1	34	100.0	Doubtful
111	A0A089ZH08	A0A089ZH08_METFO_DNA-binding_protein_BRM9_0708_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0708_PE=3_SV=1			13.660235269809746	76.72	0.0	0.0		0		0	Single Protein		A0A089ZH08	0	28	28	0	28	0	1	50	82.35294117647058	Doubtful
112	A0A090I3L4	A0A090I3L4_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1520_PE=4_SV=1			27.037968314892993	72.47	6.07	0.004807692307692308		0		0	Single Protein		A0A090I3L4	1	15	15	1	15	1	1	19	77.77777777777779	Doubtful
113	A0A090JXR2	A0A090JXR2_METFO_Formylmethanofuran-tetrahydromethanopterin_formyltransferase-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=ehaS_PE=3_SV=1			33.805911684011	78.03	9.18	0.005681818181818182		0		0	Single Protein		A0A090JXR2	2	12	12	2	12	2	2	18	88.23529411764706	Confident
114	A0A090JY31	A0A090JY31_METFO_Aspartokinase_OS=Methanobacterium_formicicum_OX=2162_GN=ask_PE=3_SV=1			44.34133571494647	85.22	10.1	0.012353998203054809		0		0	Single Protein		A0A090JY31	4	15	15	4	15	4	9	29	100.0	Confident
115	A0A089ZH31	A0A089ZH31_METFO_Cobalamin_biosynthesis_protein_CbiM3_OS=Methanobacterium_formicicum_OX=2162_GN=cbiM3_PE=4_SV=1			22.761515405156125	16.82	5.14	0.047619047619047616		0		0	Single Protein		A0A089ZH31	1	1	1	1	1	1	3	5	100.0	Doubtful
116	A0A090I3I6	A0A090I3I6_METFO_Putative_lipoprotein_MJ0085_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1272_PE=4_SV=1			38.226221399283666	76.57	35.71	0.05432514724967554		0		0	Single Protein		A0A090I3I6	9	18	18	9	18	9	41	70	100.0	Confident
117	A0A090I3I7	A0A090I3I7_METFO_Putative_sugar_kinase_MTH_1544_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1480_PE=3_SV=1			33.52470791590734	60.86	6.91	0.003745318352059925		0		0	Single Protein		A0A090I3I7	1	8	8	1	8	1	1	11	100.0	Doubtful
118	A0A090I3I4	A0A090I3I4_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1267_PE=4_SV=1			19.96716144908854	57.06	6.78	0.011299435028248588		0		0	Single Protein		A0A090I3I4	1	15	15	1	15	1	2	23	100.0	Doubtful
119	A0A090I3J9	A0A090I3J9_METFO_Tungsten-containing_formylmethanofuran_dehydrogenase_2_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=fwdB_PE=4_SV=1			50.43662325787059	64.08	6.43	0.010294117647058823		0		0	Single Protein		A0A090I3J9	2	53	53	2	53	2	4	79	100.0	Confident
120	A0A090JY14	A0A090JY14_METFO_Phenylacetic_acid_degradation-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2139_PE=3_SV=1			14.884534417914937	43.88	11.51	0.023255813953488372		0		0	Single Protein		A0A090JY14	1	11	11	1	11	1	2	23	100.0	Doubtful
121	A0A090I3J1	A0A090I3J1_METFO_Formate_dehydrogenase_beta_subunit_FdhB_OS=Methanobacterium_formicicum_OX=2162_GN=fdhB_PE=4_SV=1			43.89339025701365	85.46	13.03	0.007584014532243416		0		0	Single Protein		A0A090I3J1	5	51	51	5	51	5	6	68	100.0	Confident
122	A0A090I3J2	A0A090I3J2_METFO_Peptidase_C39_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1288_PE=4_SV=1			250.13141089915703	33.92	19.09	0.02608622321804432		0		0	Single Protein		A0A090I3J2	33	68	67	32	67	32	201	324	100.0	Confident
123	A0A090I4Z6	A0A090I4Z6_METFO_Aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0604_PE=3_SV=1			44.16391571445124	57.4	3.83	0.003289473684210526		0		0	Single Protein		A0A090I4Z6	1	39	39	1	39	1	2	49	100.0	Doubtful
124	A0A089ZHN5	A0A089ZHN5_METFO_Probable_transcription_termination_protein_NusA_OS=Methanobacterium_formicicum_OX=2162_GN=nusA_PE=3_SV=1			15.824478801048894	100.0	6.29	0.027972027972027972		0		0	Single Protein		A0A089ZHN5	1	12	12	1	12	1	4	19	100.0	Doubtful
125	A0A089ZHN1	A0A089ZHN1_METFO_30S_ribosomal_protein_S10_OS=Methanobacterium_formicicum_OX=2162_GN=rps10_PE=3_SV=1			11.553263341385357	100.0	23.53	0.05392156862745097		0		0	Single Protein		A0A089ZHN1	3	21	21	3	21	3	9	36	100.0	Confident
126	A0A089ZHM6	A0A089ZHM6_METFO_Methyl-coenzyme_M_reductase_component_A2_AtwA2_OS=Methanobacterium_formicicum_OX=2162_GN=atwA2_PE=4_SV=1			64.73976497843391	82.32	9.19	0.004043905257076833		0		0	Single Protein		A0A089ZHM6	4	49	49	4	49	4	5	62	100.0	Confident
127	A0A089ZHP5	A0A089ZHP5_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2088_PE=4_SV=1			34.799700509549304	67.1	5.16	0.008547008547008548		0		0	Single Protein		A0A089ZHP5	1	7	7	1	7	1	3	14	100.0	Doubtful
128	A0A090I4Y7	A0A090I4Y7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2223_PE=3_SV=1			48.78568290951301	72.65	24.29	0.010387098200468676		0		0	Single Protein		A0A090I4Y7	9	26	26	9	26	9	12	37	100.0	Confident
129	A0A090I4Y2	A0A090I4Y2_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2091_PE=4_SV=1			36.86395876867797	45.54	4.76	0.016666666666666666		0		0	Single Protein		A0A090I4Y2	1	17	17	1	17	1	3	25	100.0	Doubtful
130	A0A090I4Y3	A0A090I4Y3_METFO_Nucleoside_diphosphate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=ndk_PE=3_SV=1			17.219732236511998	78.95	9.21	0.025		0		0	Single Protein		A0A090I4Y3	1	24	24	1	24	1	3	31	100.0	Doubtful
131	A0A090I4Y4	A0A090I4Y4_METFO_Circadian_clock_protein_KaiC_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2096_PE=4_SV=1			27.33207057351836	89.75	34.43	0.03419203747072598		0		0	Single Protein		A0A090I4Y4	7	36	36	7	36	7	20	73	100.0	Confident
132	A0A090I4Y0	A0A090I4Y0_METFO_Threonine_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=thrC_PE=3_SV=1			42.168507686352925	76.63	9.05	0.011542012927054479		0		0	Single Protein		A0A090I4Y0	3	24	24	3	24	3	6	40	100.0	Confident
133	A0A090I4X8	A0A090I4X8_METFO_F420-dependent_NADP_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=fno_PE=4_SV=1			24.20574720590934	72.57	20.8	0.02907986111111111		0		0	Single Protein		A0A090I4X8	4	9	9	4	9	4	8	13	100.0	Confident
134	A0A090I599	A0A090I599_METFO_Acetyl-CoA_decarbonylase/synthase_complex_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=cdhC_PE=3_SV=1			52.03892243364541	68.67	10.3	0.010677083333333334		0		0	Single Protein		A0A090I599	4	32	32	4	32	4	7	52	100.0	Confident
135	A0A090I573	A0A090I573_METFO_5,10-methylenetetrahydromethanopterin_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=mer_PE=3_SV=1			33.326883495272604	90.65	83.49	0.20642621182318865		0		0	Single Protein		A0A090I573	26	33	33	26	33	26	240	368	100.0	Confident
136	A0A090I571	A0A090I571_METFO_Carbamoyl-phosphate_synthase_large_chain_OS=Methanobacterium_formicicum_OX=2162_GN=carB_PE=3_SV=1			116.82217403929693	76.72	0.94	0.0011198208286674132		0		0	Single Protein		A0A090I571	1	51	51	1	51	1	1	62	100.0	Doubtful
137	A0A090I4W3	A0A090I4W3_METFO_F420-non-reducing_hydrogenase_vhc_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=vhcA_PE=3_SV=1			52.60884541859907	70.12	32.16	0.026969886035820106		0		0	Single Protein		A0A090I4W3	13	33	33	13	33	13	41	82	100.0	Confident
138	A0A090I580	A0A090I580_METFO_Phosphogluconate_dehydrogenase,_NAD-binding_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0719_PE=4_SV=1			31.106858653769848	73.7	4.15	0.004694835680751174		0		0	Single Protein		A0A090I580	1	14	14	1	14	1	1	17	100.0	Doubtful
139	A0A090I582	A0A090I582_METFO_50S_ribosomal_protein_L1_OS=Methanobacterium_formicicum_OX=2162_GN=rpl1p_PE=3_SV=1			23.486771255250797	84.43	9.43	0.030726256983240222		0		0	Single Protein		A0A090I582	2	31	31	2	31	2	9	44	100.0	Confident
140	A0A090I579	A0A090I579_METFO_PK_C_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1810_PE=4_SV=1			19.9004209157602	83.96	39.04	0.03253119429590018		0		0	Single Protein		A0A090I579	4	8	8	4	8	4	10	16	100.0	Confident
141	A0A090I552	A0A090I552_METFO_Exosome_complex_component_Rrp42_OS=Methanobacterium_formicicum_OX=2162_GN=rrp42_PE=3_SV=1			28.90522075613332	68.28	17.91	0.0632969034608379		0		0	Single Protein		A0A090I552	4	11	11	4	11	4	19	31	100.0	Confident
142	A0A090I4T3	A0A090I4T3_METFO_Orotate_phosphoribosyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=pyrE_PE=3_SV=1			19.209264990088805	84.66	22.16	0.029356060606060604		0		0	Single Protein		A0A090I4T3	3	11	11	3	11	3	9	22	100.0	Confident
143	A0A090I4S4	A0A090I4S4_METFO_Family_2_glycosyl_transferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1980_PE=4_SV=1			40.72135152723474	47.04	2.96	0.008620689655172414		0		0	Single Protein		A0A090I4S4	1	23	23	1	23	1	2	30	100.0	Doubtful
144	A0A090I544	A0A090I544_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2354_PE=4_SV=1			163.07299601561016	46.2	4.95	0.002698975571315997		0		0	Single Protein		A0A090I544	5	40	40	5	40	5	6	49	100.0	Confident
145	A0A090I560	A0A090I560_METFO_Putative_hydrogenase_nickel_incorporation_protein_HypB_OS=Methanobacterium_formicicum_OX=2162_GN=hypB_PE=4_SV=1			23.880300179084863	79.36	33.49	0.037283236994219655		0		0	Single Protein		A0A090I560	6	14	14	6	14	6	14	24	100.0	Confident
146	A0A090I5C2	A0A090I5C2_METFO_V-type_ATP_synthase_beta_chain_OS=Methanobacterium_formicicum_OX=2162_GN=atpB_PE=3_SV=1			51.33396570798045	72.57	42.98	0.03998438132044812		0		0	Single Protein		A0A090I5C2	22	41	41	22	41	22	83	143	100.0	Confident
147	A0A090I5C4	A0A090I5C4_METFO_LemA_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1605_PE=3_SV=1			21.37980785857159	65.59	12.37	0.009933774834437087		0		0	Single Protein		A0A090I5C4	2	9	9	2	9	2	2	19	100.0	Doubtful
148	A0A089ZHE0	A0A089ZHE0_METFO_Molybdenum_cofactor_synthesis_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=moeA1_PE=4_SV=1			43.903905875922945	66.34	5.61	0.004573170731707317		0		0	Single Protein		A0A089ZHE0	2	37	37	2	37	2	3	47	100.0	Confident
149	K2C1_HUMAN				65.84694613410919	65.16	36.7	0.041634599711871265		0		0	Single Protein		K2C1_HUMAN	29	84	79	26	79	26	179	326	100.0	Confident
150	A0A090I4J8	A0A090I4J8_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1839_PE=4_SV=1			15.451006954420633	100.0	15.56	0.02962962962962963		0		0	Single Protein		A0A090I4J8	2	21	21	2	21	2	5	28	100.0	Confident
151	A0A090I4J0	A0A090I4J0_METFO_Pyruvate_carboxylase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=pycA_PE=4_SV=1			54.447526527379296	88.91	4.44	0.005040322580645161		0		0	Single Protein		A0A090I4J0	2	36	36	2	36	2	3	45	100.0	Confident
152	A0A090JYP3	A0A090JYP3_METFO_Ribosome_maturation_protein_SDO1_homolog_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1738_PE=3_SV=1			26.31499187204342	88.74	16.02	0.012265512265512266		0		0	Single Protein		A0A090JYP3	3	43	43	3	43	3	4	59	100.0	Confident
153	A0A089ZA17	A0A089ZA17_METFO_Peptidase_U32_family_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0828_PE=4_SV=1			33.49325563004242	90.73	11.59	0.002759381898454746		0		0	Single Protein		A0A089ZA17	3	23	23	3	23	3	2	52	100.0	Confident
154	A0A089ZA11	A0A089ZA11_METFO_UPF0145_protein_BRM9_0823_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0823_PE=3_SV=1			12.310070695707447	100.0	27.43	0.0626843657817109		0		0	Single Protein		A0A089ZA11	4	14	14	4	14	4	15	35	100.0	Confident
155	A0A090I4G9	A0A090I4G9_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1784_PE=4_SV=1			23.790019015422956	62.95	41.52	0.5972447371383545		0		0	Single Protein		A0A090I4G9	9	13	13	9	13	9	188	279	100.0	Confident
156	A0A090I4G3	A0A090I4G3_METFO_LL-diaminopimelate_aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=dapL_PE=3_SV=1			46.0227708641051	72.99	12.9	0.02372222222222222		0		0	Single Protein		A0A090I4G3	5	30	30	5	30	5	12	45	100.0	Confident
157	A0A090I4G2	A0A090I4G2_METFO_Bifunctional_short_chain_isoprenyl_diphosphate_synthase_IdsA_OS=Methanobacterium_formicicum_OX=2162_GN=idsA_PE=3_SV=1			35.757233203338785	89.67	9.12	0.00847457627118644		0		0	Single Protein		A0A090I4G2	2	14	14	2	14	2	3	19	100.0	Confident
158	A0A089ZA06	A0A089ZA06_METFO_PRC-barrel_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0818_PE=4_SV=1			14.295771539284049	100.0	18.6	0.046511627906976744		0		0	Single Protein		A0A089ZA06	2	13	13	2	13	2	9	26	100.0	Confident
159	A0A090I4H9	A0A090I4H9_METFO_UDP-glucose_4-epimerase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1999_PE=4_SV=1			33.88938908017004	62.14	7.77	0.0069124423963133645		0		0	Single Protein		A0A090I4H9	2	7	7	2	7	2	2	8	100.0	Confident
160	A0A090I4H6	A0A090I4H6_METFO_50S_ribosomal_protein_L15_OS=Methanobacterium_formicicum_OX=2162_GN=rpl15_PE=3_SV=1			16.25878766028575	100.0	20.0	0.03793103448275862		0		0	Single Protein		A0A090I4H6	2	39	39	2	39	2	6	57	100.0	Confident
161	A0A090I4H1	A0A090I4H1_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1133_PE=4_SV=1			19.83523422010599	83.89	9.44	0.005555555555555556		0		0	Single Protein		A0A090I4H1	1	5	5	1	5	1	1	6	100.0	Doubtful
162	A0A090I4H2	A0A090I4H2_METFO_TGc_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1989_PE=4_SV=1			39.345152853379936	37.15	5.59	0.02531645569620253		0		0	Single Protein		A0A090I4H2	2	6	3	1	3	1	18	30	100.0	Confident
163	A0A090I4F2	A0A090I4F2_METFO_Methionine--tRNA_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=metG_PE=3_SV=1			76.87454826365155	91.54	1.48	0.004451038575667656		0		0	Single Protein		A0A090I4F2	1	42	42	1	42	1	3	84	100.0	Doubtful
164	A0A090I4F4	A0A090I4F4_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1754_PE=4_SV=1			28.299908822788595	66.8	10.12	0.00909090909090909		0		0	Single Protein		A0A090I4F4	2	19	19	2	19	2	2	31	100.0	Confident
165	A0A090JYL6	A0A090JYL6_METFO_Peptidase_C60_sortase_A_and_B_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2337_PE=4_SV=1			36.028058348017694	73.7	9.79	0.008664627930682976		0		0	Single Protein		A0A090JYL6	3	14	14	3	14	3	5	26	100.0	Confident
166	A0A090JYJ5	A0A090JYJ5_METFO_Glutamine--fructose-6-phosphate_aminotransferase_[isomerizing]_OS=Methanobacterium_formicicum_OX=2162_GN=glmS_PE=3_SV=1			65.32375883042427	78.08	1.52	0.003683241252302026		0		0	Single Protein		A0A090JYJ5	1	18	18	1	18	1	2	23	100.0	Doubtful
167	A0A090I531	A0A090I531_METFO_Putative_hydrogenase_expression/formation_protein_MJ0676_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2329_PE=3_SV=1			34.185396540200074	74.61	3.72	0.008298755186721992		0		0	Single Protein		A0A090I531	1	19	19	1	19	1	2	24	100.0	Doubtful
168	A0A090I525	A0A090I525_METFO_Shikimate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=aroK_PE=3_SV=1			30.441758100632942	54.48	8.62	0.011737089201877934		0		0	Single Protein		A0A090I525	2	8	8	2	8	2	3	14	100.0	Confident
169	A0A090I4Q7	A0A090I4Q7_METFO_Aspartate--tRNA(Asp/Asn)_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=aspS_PE=3_SV=1			50.07555106802221	80.64	9.11	0.010467980295566502		0		0	Single Protein		A0A090I4Q7	4	45	45	4	45	4	8	62	100.0	Confident
170	A0A090I4Q8	A0A090I4Q8_METFO_Phenylalanine--tRNA_ligase_alpha_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=pheS_PE=3_SV=1			58.11792148052254	88.13	3.11	0.0020876826722338203		0		0	Single Protein		A0A090I4Q8	1	37	37	1	37	1	1	49	100.0	Doubtful
171	A0A090I521	A0A090I521_METFO_4-hydroxy-tetrahydrodipicolinate_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=dapB3_PE=3_SV=1			28.73996770174158	79.41	4.04	0.02074688796680498		0		0	Single Protein		A0A090I521	1	7	7	1	7	1	5	12	100.0	Doubtful
172	A0A090I4Q2	A0A090I4Q2_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1940_PE=4_SV=1			25.505651190624075	61.74	4.35	0.005076142131979695		0		0	Single Protein		A0A090I4Q2	1	2	2	1	2	1	1	4	100.0	Doubtful
173	A0A089ZI64	A0A089ZI64_METFO_ATP_phosphoribosyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=hisG2_PE=4_SV=1			36.85682517122576	90.88	24.62	0.019098277608915908		0		0	Single Protein		A0A089ZI64	6	17	17	6	17	6	13	30	100.0	Confident
174	A0A090I539	A0A090I539_METFO_tRNA_uridine(34)_acetyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2177_PE=3_SV=1			62.66212199797095	100.0	3.51	9.242144177449168E-4		0		0	Single Protein		A0A090I539	2	87	87	2	87	2	1	131	100.0	Doubtful
175	A0A090I4R4	A0A090I4R4_METFO_Type_A_flavoprotein_FprA_OS=Methanobacterium_formicicum_OX=2162_GN=fprA1_PE=4_SV=1			45.74385527369273	68.3	8.6	0.007650273224043717		0		0	Single Protein		A0A090I4R4	3	20	20	3	20	3	5	27	100.0	Confident
176	A0A090JYU9	A0A090JYU9_METFO_Phosphosulfolactate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=comA_PE=3_SV=1			28.540609564536208	89.92	12.4	0.015826873385012923		0		0	Single Protein		A0A090JYU9	4	14	14	4	14	4	7	22	100.0	Confident
177	A0A090I503	A0A090I503_METFO_Malate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=mdh_PE=3_SV=1			34.86234106348909	92.26	8.05	0.010835913312693499		0		0	Single Protein		A0A090I503	2	11	11	2	11	2	4	15	100.0	Confident
178	A0A089ZI81	A0A089ZI81_METFO_30S_ribosomal_protein_S17e_OS=Methanobacterium_formicicum_OX=2162_GN=rps17e_PE=3_SV=1			7.370903050879592	100.0	31.75	0.031746031746031744		0		0	Single Protein		A0A089ZI81	2	8	8	2	8	2	3	12	100.0	Confident
179	A0A090I518	A0A090I518_METFO_Digeranylgeranylglycerophospholipid_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2293_PE=3_SV=1			41.86563826191979	73.03	16.79	0.032346109175377454		0		0	Single Protein		A0A090I518	6	29	28	6	28	6	20	52	100.0	Confident
180	A0A090I514	A0A090I514_METFO_UPF0219_protein_DSM1535_2142_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2142_PE=3_SV=1			37.374637146922645	57.83	19.94	0.04827586206896549		0		0	Single Protein		A0A090I514	6	24	24	6	24	6	25	49	100.0	Confident
181	A0A090I4P0	A0A090I4P0_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2090_PE=4_SV=1			77.42131243269937	38.05	3.0	0.004658385093167702		0		0	Single Protein		A0A090I4P0	2	13	13	2	13	2	3	20	100.0	Confident
