	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
92	A0A090I3S2	A0A090I3S2_METFO_Phosphoglycerate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=pgk_PE=3_SV=1			44.27086703064737	68.46	10.02	108.68858556487237					Single Protein		A0A090I3S2	3	38	38	3	38	3	6	56	100.0	Confident
93	A0A090JXY4	A0A090JXY4_METFO_Chorismate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=aroC_PE=3_SV=1			38.6487870591305	91.74	4.41	17.34557079405202					Single Protein		A0A090JXY4	1	25	25	1	25	1	1	39	70.58823529411764	Doubtful
94	A0A090I443	A0A090I443_METFO_Superoxide_dismutase_OS=Methanobacterium_formicicum_OX=2162_GN=sod_PE=3_SV=1			27.422841747176992	100.0	8.09	93.77679869720464					Single Protein		A0A090I443	2	29	29	2	29	2	4	52	100.0	Doubtful
95	A0A090I433	A0A090I433_METFO_GMP_synthase_[glutamine-hydrolyzing]_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=guaAB_PE=3_SV=1			34.23996911398752	100.0	24.35	101.19282104315705					Single Protein		A0A090I433	6	26	26	6	26	6	10	49	100.0	Confident
96	A0A090I434	A0A090I434_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1602_PE=4_SV=1			31.499124250623673	63.1	4.14	103.22036390558824					Single Protein		A0A090I434	1	7	7	1	7	1	3	11	100.0	Doubtful
97	A0A090I4A7	A0A090I4A7_METFO_ABC_transporter_ATPase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1704_PE=4_SV=1			63.66393965027515	74.52	3.69	20.94160376355061					Single Protein		A0A090I4A7	2	66	66	2	66	2	2	78	100.0	Confident
98	A0A090I4A2	A0A090I4A2_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1863_PE=4_SV=1			54.15779328401396	29.48	6.97	116.04020076886242					Single Protein		A0A090I4A2	3	7	7	3	7	3	6	15	100.0	Confident
99	A0A090I4B8	A0A090I4B8_METFO_Dihydrolipoamide_dehydrogenase-related_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2003_PE=4_SV=1			46.891518727883955	76.62	2.78	17.538836206799118					Single Protein		A0A090I4B8	1	15	15	1	15	1	1	18	100.0	Doubtful
100	A0A090I4B2	A0A090I4B2_METFO_Flap_endonuclease_1_OS=Methanobacterium_formicicum_OX=2162_GN=fen_PE=3_SV=1			37.288325285739006	100.0	3.66	19.19647011658806					Single Protein		A0A090I4B2	1	56	56	1	56	1	1	68	100.0	Doubtful
101	A0A089ZGF9	A0A089ZGF9_METFO_30S_ribosomal_protein_S5_OS=Methanobacterium_formicicum_OX=2162_GN=rps5p_PE=3_SV=1			23.332281017882032	86.51	35.81	413.9056576828116					Single Protein		A0A089ZGF9	6	25	25	6	25	6	34	74	100.0	Confident
102	A0A089ZGF4	A0A089ZGF4_METFO_30S_ribosomal_protein_S13_OS=Methanobacterium_formicicum_OX=2162_GN=rps13_PE=3_SV=1			17.29304972045328	100.0	19.33	132.924890851752					Single Protein		A0A089ZGF4	3	71	71	3	71	3	6	113	100.0	Confident
103	A0A089ZGF5	A0A089ZGF5_METFO_CBS_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1340_PE=4_SV=1			24.043710256088485	100.0	29.38	116.3797373134571					Single Protein		A0A089ZGF5	5	46	46	5	46	5	10	64	100.0	Confident
104	A0A089ZGF2	A0A089ZGF2_METFO_50S_ribosomal_protein_L13_OS=Methanobacterium_formicicum_OX=2162_GN=rpl13p_PE=3_SV=1			15.731641722289803	100.0	40.71	359.79669704233606					Single Protein		A0A089ZGF2	4	53	53	4	53	4	17	83	100.0	Confident
105	A0A090JYF6	A0A090JYF6_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2241_PE=4_SV=1			31.816073370639277	100.0	3.75	21.489563816521784					Single Protein		A0A090JYF6	1	21	20	1	20	1	1	25	70.58823529411764	Doubtful
106	P00761	Trypsin (TRYP_PIG)			24.393805244132462	68.4	21.65	560.9862064922063	Oxidation of M(M94)	Oxidation of M(1)			Related Proteins	TRYP_PIG	P00761, TRYP_PIG	4	7	7	4	7	4	25	42	100.0	Confident
107	A0A089ZGE8	A0A089ZGE8_METFO_Energy-converting_hydrogenase_A_subunit_G_EhaG_OS=Methanobacterium_formicicum_OX=2162_GN=ehaG_PE=4_SV=1			24.067273407722833	17.7	4.42	157.41105495602207					Single Protein		A0A089ZGE8	1	5	5	1	5	1	1	7	100.0	Doubtful
108	A0A090JYF1	A0A090JYF1_METFO_TRAM_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1532_PE=4_SV=1			8.224062477176442	100.0	36.49	538.8846926422376					Single Protein		A0A090JYF1	2	13	10	1	10	1	11	33	100.0	Confident
109	A0A090I3Z3	A0A090I3Z3_METFO_DUF1724_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1541_PE=4_SV=1			32.154400854445726	89.4	2.83	44.49782472255041					Single Protein		A0A090I3Z3	1	41	41	1	41	1	2	67	100.0	Doubtful
110	A0A090I3G6	A0A090I3G6_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1450_PE=4_SV=1			20.519101510961228	48.92	8.06	69.19167250814158					Single Protein		A0A090I3G6	1	7	7	1	7	1	1	10	100.0	Doubtful
111	A0A090I3G7	A0A090I3G7_METFO_CoB--CoM_heterodisulfide_reductase_iron-sulfur_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=hdrA_PE=3_SV=1			72.00950596864811	90.27	35.11	168.85101121582338	Oxidation of M(M375)	Oxidation of M(1)			Single Protein		A0A090I3G7	17	83	83	17	83	17	69	206	100.0	Confident
112	A0A090I3H9	A0A090I3H9_METFO_5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl_5'-monophosphate_synthetase_OS=Methanobacterium_formicicum_OX=2162_GN=purP_PE=3_SV=1			40.92745699205213	74.93	22.31	135.3248725358508					Single Protein		A0A090I3H9	7	46	46	7	46	7	15	73	100.0	Confident
113	A0A090I3H5	A0A090I3H5_METFO_Adenylosuccinate_lyase_OS=Methanobacterium_formicicum_OX=2162_GN=purB_PE=3_SV=1			50.266777433002574	77.73	8.69	30.700737668727708					Single Protein		A0A090I3H5	3	63	63	3	63	3	3	71	100.0	Confident
114	A0A090JXN7	A0A090JXN7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1997_PE=4_SV=1			43.25939005533532	46.1	10.58	213.82284147390789					Single Protein		A0A090JXN7	4	14	12	3	12	3	16	32	100.0	Confident
115	A0A090I3H2	A0A090I3H2_METFO_Phosphoribosylformylglycinamidine_synthase_subunit_PurL_OS=Methanobacterium_formicicum_OX=2162_GN=purL_PE=3_SV=1			78.0910113357679	64.08	10.4	45.85823416740481					Single Protein		A0A090I3H2	4	46	46	4	46	4	8	74	100.0	Confident
116	A0A090I3E3	A0A090I3E3_METFO_Ig-like_bact_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1414_PE=4_SV=1			201.4509968629081	54.4	2.3	12.643458229399364					Single Protein		A0A090I3E3	3	21	21	3	21	3	3	38	100.0	Confident
117	A0A089ZGX6	A0A089ZGX6_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0645_PE=4_SV=1			55.449543913166146	72.34	6.61	83.20106911571499					Single Protein		A0A089ZGX6	3	51	51	3	51	3	8	77	100.0	Confident
118	A0A089ZH92	A0A089ZH92_METFO_UPF0251_protein_BRM9_0861_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0861_PE=3_SV=1			21.7187024488631	82.29	8.33	159.40359995546538					Single Protein		A0A089ZH92	1	34	34	1	34	1	4	54	100.0	Doubtful
119	A0A090JXI6	A0A090JXI6_METFO_Cyclic_2,3-diphosphoglycerate_synthetase_OS=Methanobacterium_formicicum_OX=2162_GN=cpgS_PE=3_SV=1			50.48407631319429	74.02	4.59	32.04296284092053					Single Protein		A0A090JXI6	2	22	22	2	22	2	2	28	100.0	Doubtful
120	A0A090I3C5	A0A090I3C5_METFO_Tryptophan_synthase_beta_chain_OS=Methanobacterium_formicicum_OX=2162_GN=trpB2_PE=3_SV=1			47.41271216579476	71.56	21.21	199.5439641930071					Single Protein		A0A090I3C5	6	39	39	6	39	6	17	66	100.0	Confident
121	A0A089ZH87	A0A089ZH87_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1832_PE=4_SV=1			24.320408809852786	100.0	27.56	82.55335326582491	Oxidation of M(M157)	Oxidation of M(1)			Single Protein		A0A089ZH87	6	27	27	6	27	6	7	39	100.0	Confident
122	A0A089ZGW2	A0A089ZGW2_METFO_Translation_initiation_factor_2_subunit_gamma_OS=Methanobacterium_formicicum_OX=2162_GN=eif2g_PE=3_SV=1			44.17213713706151	66.91	9.8	92.69762125187967					Single Protein		A0A089ZGW2	4	27	27	4	27	4	8	39	100.0	Confident
123	A0A090JXJ6	A0A090JXJ6_METFO_3-dehydroquinate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=aroB_PE=3_SV=1			41.244377688094374	88.5	19.25	105.89182750314477					Single Protein		A0A090JXJ6	6	46	46	6	46	6	13	73	100.0	Confident
124	A0A090I3A9	A0A090I3A9_METFO_Chaperone_protein_DnaK_OS=Methanobacterium_formicicum_OX=2162_GN=dnaK_PE=3_SV=1			66.9133826551376	81.74	42.33	305.66314517035266					Single Protein		A0A090I3A9	20	56	56	20	56	20	80	173	100.0	Confident
125	A0A089ZGZ1	A0A089ZGZ1_METFO_30S_ribosomal_protein_S8e_OS=Methanobacterium_formicicum_OX=2162_GN=rps8e_PE=3_SV=1			14.04666971691244	100.0	29.92	223.10228261483442					Single Protein		A0A089ZGZ1	3	37	37	3	37	3	5	57	100.0	Confident
126	A0A090I3A4	A0A090I3A4_METFO_Phosphoribosylamine--glycine_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=purD_PE=3_SV=1			47.64093515072778	59.27	6.64	29.888174991649763					Single Protein		A0A090I3A4	2	40	40	2	40	2	2	59	100.0	Confident
127	A0A089ZGY9	A0A089ZGY9_METFO_Cell_division_control_protein_Cdc48_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0672_PE=3_SV=1			83.89515662837005	96.06	9.2	18.89208456327203					Single Protein		A0A089ZGY9	5	111	111	5	111	5	5	152	100.0	Confident
128	A0A090I3B2	A0A090I3B2_METFO_Cobyrinate_a,c-diamide_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=cobB_PE=3_SV=1			49.94136790117871	88.67	4.44	15.78055688782176					Single Protein		A0A090I3B2	1	31	31	1	31	1	1	34	100.0	Doubtful
129	A0A090I409	A0A090I409_METFO_Glutamyl-tRNA(Gln)_amidotransferase_subunit_D_OS=Methanobacterium_formicicum_OX=2162_GN=gatD_PE=3_SV=1			48.689507098750006	89.57	8.84	29.223993325168653					Single Protein		A0A090I409	3	46	46	3	46	3	3	55	100.0	Confident
130	A0A090I404	A0A090I404_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1892_PE=4_SV=1			7.807116713366434	100.0	22.73	95.4006393672861					Single Protein		A0A090I404	1	12	12	1	12	1	1	14	100.0	Doubtful
131	A0A090I420	A0A090I420_METFO_Probable_porphobilinogen_deaminase_OS=Methanobacterium_formicicum_OX=2162_GN=hemC_PE=3_SV=1			35.008226244418836	91.17	5.68	39.72518737060494					Single Protein		A0A090I420	1	24	24	1	24	1	2	30	100.0	Doubtful
132	A0A089ZGS2	A0A089ZGS2_METFO_Replication_factor_C_small_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=rfcS_PE=3_SV=1			36.39758568925744	100.0	12.46	84.99870049546364					Single Protein		A0A089ZGS2	4	45	45	4	45	4	10	64	100.0	Confident
133	A0A090JY74	A0A090JY74_METFO_UDP-N-acetylglucosamine_2-epimerase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2201_PE=4_SV=1			49.20448521373841	78.41	10.23	56.26496561187821					Single Protein		A0A090JY74	4	32	31	4	32	4	6	42	100.0	Confident
134	A0A090I3P4	A0A090I3P4_METFO_Alanine_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=ala_PE=3_SV=1			35.68042938017645	90.21	10.7	39.13043174048006					Single Protein		A0A090I3P4	3	27	27	3	27	3	3	38	100.0	Confident
135	A0A089ZH78	A0A089ZH78_METFO_V-type_ATP_synthase_subunit_C_OS=Methanobacterium_formicicum_OX=2162_GN=ahaC_PE=3_SV=1			42.916508076116905	61.56	5.71	66.41816664811059					Single Protein		A0A089ZH78	2	27	26	2	27	2	3	35	100.0	Confident
136	A0A090I3M8	A0A090I3M8_METFO_Imidazoleglycerol-phosphate_dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=hisB_PE=3_SV=1			21.29587666465787	64.06	17.71	76.78588046635224					Single Protein		A0A090I3M8	2	6	6	2	6	2	2	10	100.0	Confident
137	A0A090I3M2	A0A090I3M2_METFO_Cell_division_ATPase_MinD1_OS=Methanobacterium_formicicum_OX=2162_GN=soj_PE=4_SV=1			28.487721859893416	50.57	3.45	39.10833663503654					Single Protein		A0A090I3M2	1	12	12	1	12	1	1	18	100.0	Doubtful
138	A0A090I3N5	A0A090I3N5_METFO_2-isopropylmalate_synthase_LeuA_OS=Methanobacterium_formicicum_OX=2162_GN=leuA_PE=3_SV=1			55.19356672269216	74.17	3.33	14.44138118862588					Single Protein		A0A090I3N5	1	45	45	1	45	1	1	61	100.0	Doubtful
139	A0A090JXT2	A0A090JXT2_METFO_O-acetylhomoserine_(Thiol)-lyase_OS=Methanobacterium_formicicum_OX=2162_GN=cysD_PE=3_SV=1			49.9594236708244	63.64	21.86	58.62428178403291					Single Protein		A0A090JXT2	6	19	19	6	19	6	9	31	100.0	Confident
140	A0A090I3K4	A0A090I3K4_METFO_Diaminopimelate_epimerase_OS=Methanobacterium_formicicum_OX=2162_GN=dapF_PE=3_SV=1			31.756884461898792	86.55	3.1	25.08542708462503					Single Protein		A0A090I3K4	1	22	22	1	22	1	1	33	100.0	Doubtful
141	A0A090I3K5	A0A090I3K5_METFO_DNA_polymerase_II_small_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=polB_PE=3_SV=1			55.306974083749836	81.93	2.87	13.80798727684404					Single Protein		A0A090I3K5	1	68	68	1	68	1	1	93	100.0	Doubtful
142	A0A090I3L9	A0A090I3L9_METFO_Dihydroxy-acid_dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=ilvD_PE=3_SV=1			58.687614446657	55.35	4.54	24.279340096044535					Single Protein		A0A090I3L9	2	54	54	2	54	2	2	76	100.0	Confident
143	A0A090I3L6	A0A090I3L6_METFO_Type_11_methyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1525_PE=4_SV=1			32.550338583855115	90.04	10.68	33.61090141409724					Single Protein		A0A090I3L6	2	59	59	2	59	2	2	85	100.0	Confident
144	A0A090I3L1	A0A090I3L1_METFO_Acetyl-CoA_synthetase_AcsA1_OS=Methanobacterium_formicicum_OX=2162_GN=acsA3_PE=4_SV=1			71.60453531820211	75.91	4.09	22.860526653364204					Single Protein		A0A090I3L1	3	95	83	2	83	2	4	129	100.0	Confident
145	A0A090I3L4	A0A090I3L4_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1520_PE=4_SV=1			27.037968314892993	72.47	19.43	184.15075339406428					Single Protein		A0A090I3L4	4	22	22	4	22	4	8	50	100.0	Confident
146	A0A090JXR2	A0A090JXR2_METFO_Formylmethanofuran-tetrahydromethanopterin_formyltransferase-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=ehaS_PE=3_SV=1			33.805911684011	86.56	9.18	59.62539960455381					Single Protein		A0A090JXR2	2	25	25	2	25	2	3	38	100.0	Confident
147	A0A090JY31	A0A090JY31_METFO_Aspartokinase_OS=Methanobacterium_formicicum_OX=2162_GN=ask_PE=3_SV=1			44.34133571494647	91.38	11.33	43.84315097607084					Single Protein		A0A090JY31	4	24	24	4	24	4	5	32	100.0	Confident
148	A0A090I3I6	A0A090I3I6_METFO_Putative_lipoprotein_MJ0085_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1272_PE=4_SV=1			38.226221399283666	90.86	30.57	114.86434123999635					Single Protein		A0A090I3I6	8	22	22	8	22	8	13	38	100.0	Confident
149	A0A090I3I7	A0A090I3I7_METFO_Putative_sugar_kinase_MTH_1544_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1480_PE=3_SV=1			33.52470791590734	69.08	17.43	58.95545129439029					Single Protein		A0A090I3I7	3	10	10	3	10	3	4	20	100.0	Confident
150	A0A090I3I4	A0A090I3I4_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1267_PE=4_SV=1			19.96716144908854	100.0	6.78	71.14623952814557					Single Protein		A0A090I3I4	1	19	19	1	19	1	2	32	100.0	Doubtful
151	A0A090I3J9	A0A090I3J9_METFO_Tungsten-containing_formylmethanofuran_dehydrogenase_2_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=fwdB_PE=4_SV=1			50.43662325787059	75.39	6.43	64.81631674659732					Single Protein		A0A090I3J9	2	60	60	2	60	2	5	81	100.0	Confident
152	A0A090I3J1	A0A090I3J1_METFO_Formate_dehydrogenase_beta_subunit_FdhB_OS=Methanobacterium_formicicum_OX=2162_GN=fdhB_PE=4_SV=1			43.89339025701365	91.98	13.53	45.75071533690015					Single Protein		A0A090I3J1	4	52	52	4	52	4	7	81	100.0	Confident
153	A0A090JY14	A0A090JY14_METFO_Phenylacetic_acid_degradation-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2139_PE=3_SV=1			14.884534417914937	61.87	6.47	219.64333249677497					Single Protein		A0A090JY14	1	10	10	1	10	1	3	23	100.0	Doubtful
154	A0A090I3J2	A0A090I3J2_METFO_Peptidase_C39_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1288_PE=4_SV=1			250.13141089915703	36.2	12.11	56.116835337859364					Single Protein		A0A090I3J2	21	52	51	20	52	21	51	120	100.0	Confident
155	A0A090I4Z6	A0A090I4Z6_METFO_Aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0604_PE=3_SV=1			44.16391571445124	70.41	4.34	20.71198091526606					Single Protein		A0A090I4Z6	1	43	43	1	43	1	1	62	100.0	Doubtful
156	A0A089ZHN0	A0A089ZHN0_METFO_Probable_cobalt-precorrin-6B_C(15)-methyltransferase_(decarboxylating)_OS=Methanobacterium_formicicum_OX=2162_GN=cbiT_PE=3_SV=1			20.139561208450793	82.98	7.98	40.36180896308258					Single Protein		A0A089ZHN0	1	17	17	1	17	1	1	20	100.0	Doubtful
157	A0A090I4Z8	A0A090I4Z8_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2122_PE=4_SV=1			26.877687953562422	66.67	7.84	55.55684292565485					Single Protein		A0A090I4Z8	2	15	15	2	15	2	2	20	100.0	Confident
158	A0A090I4Z4	A0A090I4Z4_METFO_Orotidine_5'-phosphate_decarboxylase_OS=Methanobacterium_formicicum_OX=2162_GN=pyrF_PE=3_SV=1			23.511108353525643	84.72	4.17	68.81357593705883					Single Protein		A0A090I4Z4	1	14	14	1	14	1	2	18	100.0	Doubtful
159	A0A089ZHN5	A0A089ZHN5_METFO_Probable_transcription_termination_protein_NusA_OS=Methanobacterium_formicicum_OX=2162_GN=nusA_PE=3_SV=1			15.824478801048894	100.0	13.29	198.13978945513267					Single Protein		A0A089ZHN5	2	21	21	2	21	2	5	31	100.0	Confident
160	A0A090I4Y9	A0A090I4Y9_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2106_PE=4_SV=1			36.50302349259862	100.0	5.92	29.42262709458356					Single Protein		A0A090I4Y9	2	71	71	2	71	2	2	125	100.0	Doubtful
161	A0A089ZHN1	A0A089ZHN1_METFO_30S_ribosomal_protein_S10_OS=Methanobacterium_formicicum_OX=2162_GN=rps10_PE=3_SV=1			11.553263341385357	100.0	32.35	324.0815837329866					Single Protein		A0A089ZHN1	4	28	28	4	28	4	7	43	100.0	Confident
162	A0A089ZHM6	A0A089ZHM6_METFO_Methyl-coenzyme_M_reductase_component_A2_AtwA2_OS=Methanobacterium_formicicum_OX=2162_GN=atwA2_PE=4_SV=1			64.73976497843391	100.0	13.52	37.647704651526944	Oxidation of M(M248)	Oxidation of M(1)			Single Protein		A0A089ZHM6	6	78	78	6	78	6	7	108	100.0	Confident
163	A0A089ZI10	A0A089ZI10_METFO_Energy-converting_hydrogenase_A_subunit_O_EhaO_OS=Methanobacterium_formicicum_OX=2162_GN=ehaO_PE=3_SV=1			42.92601514334037	92.59	5.03	24.985881739051123					Single Protein		A0A089ZI10	2	62	62	2	62	2	2	87	100.0	Confident
164	A0A090I4X2	A0A090I4X2_METFO_1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]_imidazole-4-carboxamide_isomerase_OS=Methanobacterium_formicicum_OX=2162_GN=hisA_PE=3_SV=1			25.28508929634544	68.78	8.44	32.96566595937635					Single Protein		A0A090I4X2	1	16	16	1	16	1	1	18	100.0	Doubtful
165	A0A089ZHP5	A0A089ZHP5_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2088_PE=4_SV=1			34.799700509549304	75.48	5.16	53.81574528411012					Single Protein		A0A089ZHP5	1	13	13	1	13	1	2	20	100.0	Doubtful
166	A0A090I4Y7	A0A090I4Y7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2223_PE=3_SV=1			48.78568290951301	72.65	23.63	126.59281419264649					Single Protein		A0A090I4Y7	8	31	31	8	31	8	13	41	100.0	Confident
167	A0A090I4Y3	A0A090I4Y3_METFO_Nucleoside_diphosphate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=ndk_PE=3_SV=1			17.219732236511998	78.95	19.74	104.94070330401472					Single Protein		A0A090I4Y3	2	33	33	2	33	2	3	44	100.0	Confident
168	A0A090I4Y4	A0A090I4Y4_METFO_Circadian_clock_protein_KaiC_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2096_PE=4_SV=1			27.33207057351836	100.0	31.56	241.7076854789191					Single Protein		A0A090I4Y4	6	50	50	6	50	6	19	85	100.0	Confident
169	A0A090I4Y0	A0A090I4Y0_METFO_Threonine_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=thrC_PE=3_SV=1			42.168507686352925	76.63	19.35	144.47515108613658					Single Protein		A0A090I4Y0	5	25	25	5	25	5	14	50	100.0	Confident
170	A0A090I4X8	A0A090I4X8_METFO_F420-dependent_NADP_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=fno_PE=4_SV=1			24.20574720590934	72.57	19.91	133.90870994522714					Single Protein		A0A090I4X8	4	16	16	4	16	4	6	25	100.0	Confident
171	A0A090I599	A0A090I599_METFO_Acetyl-CoA_decarbonylase/synthase_complex_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=cdhC_PE=3_SV=1			52.03892243364541	68.67	10.3	122.97738668439221					Single Protein		A0A090I599	4	47	47	4	47	4	12	77	100.0	Confident
172	A0A090I573	A0A090I573_METFO_5,10-methylenetetrahydromethanopterin_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=mer_PE=3_SV=1			33.326883495272604	90.65	76.32	996.6261965233946	Oxidation of M(M58, M125, M156, M157, M292)	Oxidation of M(5)			Single Protein		A0A090I573	21	46	46	21	46	21	174	287	100.0	Confident
173	A0A090I574	A0A090I574_METFO_Glutamine-fructose-6-phosphate_transaminase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1516_PE=4_SV=1			38.065724005619174	79.04	2.69	47.70031968364305					Single Protein		A0A090I574	1	63	63	1	63	1	2	104	100.0	Doubtful
174	A0A090I571	A0A090I571_METFO_Carbamoyl-phosphate_synthase_large_chain_OS=Methanobacterium_formicicum_OX=2162_GN=carB_PE=3_SV=1			116.82217403929693	81.53	6.31	22.797868354959522					Single Protein		A0A090I571	6	87	87	6	87	6	9	120	100.0	Confident
175	A0A090I4V1	A0A090I4V1_METFO_Probable_tRNA_sulfurtransferase_OS=Methanobacterium_formicicum_OX=2162_GN=thiI_PE=3_SV=1			42.40730585232016	92.97	2.6	16.3969848912523					Single Protein		A0A090I4V1	1	40	40	1	40	1	1	53	100.0	Doubtful
176	A0A090I4U7	A0A090I4U7_METFO_Indolepyruvate_ferredoxin_oxidoreductase_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=iorB_PE=4_SV=1			21.343753898663977	86.36	7.07	159.0010656121435					Single Protein		A0A090I4U7	1	6	6	1	6	1	5	11	100.0	Doubtful
177	A0A090I567	A0A090I567_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2427_PE=4_SV=1			13.713679097789427	100.0	7.38	51.61018195279412					Single Protein		A0A090I567	1	22	22	1	22	1	2	33	88.23529411764706	Doubtful
178	A0A090I583	A0A090I583_METFO_Pterin-binding_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0729_PE=4_SV=1			58.194455101173936	82.82	10.31	38.68781688627271					Single Protein		A0A090I583	4	51	51	4	51	4	6	73	100.0	Confident
179	A0A090I4W3	A0A090I4W3_METFO_F420-non-reducing_hydrogenase_vhc_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=vhcA_PE=3_SV=1			52.60884541859907	75.52	39.42	167.78726173839058					Single Protein		A0A090I4W3	15	45	45	15	45	15	32	92	100.0	Confident
180	A0A090I4W1	A0A090I4W1_METFO_Hydantoinase_A_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2198_PE=4_SV=1			37.37086132050486	68.42	8.19	40.36180896308258					Single Protein		A0A090I4W1	2	15	15	2	15	2	2	19	100.0	Confident
181	A0A090I582	A0A090I582_METFO_50S_ribosomal_protein_L1_OS=Methanobacterium_formicicum_OX=2162_GN=rpl1p_PE=3_SV=1			23.486771255250797	84.43	16.04	134.84000983197424					Single Protein		A0A090I582	3	53	53	3	53	3	9	82	100.0	Confident
182	A0A090I4V7	A0A090I4V7_METFO_Cysteine_desulfurase_IscS_OS=Methanobacterium_formicicum_OX=2162_GN=iscS1_PE=3_SV=1			42.09035635590923	75.06	4.37	19.67638186950276					Single Protein		A0A090I4V7	1	19	17	1	19	1	1	26	100.0	Doubtful
183	A0A090I579	A0A090I579_METFO_PK_C_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1810_PE=4_SV=1			19.9004209157602	83.96	28.34	140.2950578930678					Single Protein		A0A090I579	3	18	18	3	18	3	6	24	100.0	Confident
184	A0A090I4T1	A0A090I4T1_METFO_Aspartate-semialdehyde_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=asd_PE=3_SV=1			38.25504187691318	62.93	12.36	46.35934684113099					Single Protein		A0A090I4T1	3	23	23	3	23	3	3	37	100.0	Confident
