	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
263	A0A089ZG02	A0A089ZG02_METFO_DNA_repair_and_recombination_protein_RadA_OS=Methanobacterium_formicicum_OX=2162_GN=radA_PE=3_SV=1			33.94770306946725	77.49	19.29	136.3734140995234					Single Protein		A0A089ZG02	5	22	22	5	22	5	6	32	100.0	Confident
264	A0A089ZG03	A0A089ZG03_METFO_YHS_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0132_PE=4_SV=1			5.625558713190552	100.0	0.0	0.0					Single Protein		A0A089ZG03	0	9	9	0	0	0	0	10	0.0	Not Validated
265	A0A090I2H7	A0A090I2H7_METFO_Glutamate_decarboxylase_OS=Methanobacterium_formicicum_OX=2162_GN=GAD_PE=3_SV=1			52.32366449660862	72.51	0.0	0.0					Single Protein		A0A090I2H7	0	18	18	0	0	0	0	20	0.0	Not Validated
266	A0A090I2H8	A0A090I2H8_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0925_PE=4_SV=1			8.018125358941981	100.0	0.0	0.0					Single Protein		A0A090I2H8	0	15	15	0	0	0	0	19	0.0	Not Validated
267	A0A090JWN5	A0A090JWN5_METFO_DNA-directed_RNA_polymerase_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=rpoB1_PE=3_SV=1			67.8535797713042	74.13	2.49	21.626632097114644					Single Protein		A0A090JWN5	1	30	30	1	30	1	2	30	100.0	Doubtful
268	A0A090I2H4	A0A090I2H4_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0699_PE=4_SV=1			7.573280098457693	100.0	0.0	0.0					Single Protein		A0A090I2H4	0	2	2	0	0	0	0	2	0.0	Not Validated
269	A0A090JWN0	A0A090JWN0_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1604_PE=4_SV=1			30.278711658742367	69.06	21.58	422.72693034371486					Single Protein		A0A090JWN0	4	15	15	4	15	4	14	30	100.0	Confident
270	A0A090I2H0	A0A090I2H0_METFO_Peptidase_U32_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0694_PE=4_SV=1			102.90319606913644	83.08	0.0	0.0					Single Protein		A0A090I2H0	0	40	40	0	0	0	0	48	0.0	Not Validated
271	A0A090I3X5	A0A090I3X5_METFO_Endonuclease_III_OS=Methanobacterium_formicicum_OX=2162_GN=nth_PE=3_SV=1			24.77177524353538	100.0	0.0	0.0					Single Protein		A0A090I3X5	0	22	22	0	0	0	0	23	0.0	Not Validated
272	A0A090I495	A0A090I495_METFO_Restriction_endonuclease_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1843_PE=4_SV=1			113.29031287612938	86.09	0.0	0.0					Single Protein		A0A090I495	0	35	35	0	0	0	0	43	0.0	Not Validated
273	A0A090I496	A0A090I496_METFO_N-acetyl-gamma-glutamyl-phosphate_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=argC_PE=3_SV=1			36.82466253587033	77.38	0.0	0.0					Single Protein		A0A090I496	0	5	5	0	0	0	0	6	0.0	Not Validated
274	A0A090I3X7	A0A090I3X7_METFO_TPR_REGION_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0044_PE=4_SV=1			42.11493566590955	100.0	0.0	0.0					Single Protein		A0A090I3X7	0	21	21	0	0	0	0	25	0.0	Not Validated
275	A0A090I497	A0A090I497_METFO_Putative_transcriptional_regulator_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1848_PE=4_SV=1			53.11731663462008	94.17	0.0	0.0					Single Protein		A0A090I497	0	27	27	0	0	0	0	35	0.0	Not Validated
276	A0A090I3X8	A0A090I3X8_METFO_Formylmethanofuran_dehydrogenase,_subunit_E_region_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1521_PE=4_SV=1			20.88225516230017	84.74	0.0	0.0					Single Protein		A0A090I3X8	0	10	10	0	0	0	0	11	0.0	Not Validated
277	LYSC_CHICK				16.228018007207567	100.0	0.0	0.0					Single Protein		LYSC_CHICK	0	8	8	0	0	0	0	10	0.0	Not Validated
278	A0A090I498	A0A090I498_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1853_PE=4_SV=1			8.941900693841177	100.0	0.0	0.0					Single Protein		A0A090I498	0	11	11	0	0	0	0	12	0.0	Not Validated
279	A0A090I491	A0A090I491_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0165_PE=4_SV=1			28.4760229261343	83.2	0.0	0.0					Single Protein		A0A090I491	0	16	16	0	0	0	0	21	0.0	Not Validated
280	A0A090I3X1	A0A090I3X1_METFO_Phosphoesterase_RecJ_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1667_PE=4_SV=1			79.87694508858479	83.29	0.0	0.0					Single Protein		A0A090I3X1	0	29	29	0	0	0	0	35	0.0	Not Validated
281	A0A090I492	A0A090I492_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1838_PE=4_SV=1			19.49223321938471	100.0	0.0	0.0					Single Protein		A0A090I492	0	8	8	0	0	0	0	8	0.0	Not Validated
282	A0A090I3X2	A0A090I3X2_METFO_Probable_phosphoglucosamine_mutase_OS=Methanobacterium_formicicum_OX=2162_GN=glmM1_PE=3_SV=1			49.01918478166416	84.0	0.0	0.0					Single Protein		A0A090I3X2	0	8	8	0	0	0	0	8	0.0	Not Validated
283	A0A090I493	A0A090I493_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1678_PE=3_SV=1			15.179799272191765	78.68	0.0	0.0					Single Protein		A0A090I493	0	10	10	0	0	0	0	11	0.0	Not Validated
284	A0A090I494	A0A090I494_METFO_Short-chain_dehydrogenase_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1978_PE=4_SV=1			27.67308345546492	87.21	20.54	200.6470866787859					Single Protein		A0A090I494	4	12	12	4	12	4	10	21	100.0	Confident
285	A0A090I490	A0A090I490_METFO_Putative_pterin-4-alpha-carbinolamine_dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1833_PE=3_SV=1			43.8463415369118	92.75	0.0	0.0					Single Protein		A0A090I490	0	13	13	0	0	0	0	13	0.0	Not Validated
286	A0A090I3X0	A0A090I3X0_METFO_Nitrogenase_protein_alpha_chain_OS=Methanobacterium_formicicum_OX=2162_GN=nifD_PE=4_SV=1			54.94513914976379	68.5	0.0	0.0					Single Protein		A0A090I3X0	0	17	17	0	0	0	0	23	0.0	Not Validated
287	A0A090I488	A0A090I488_METFO_zinc_ribbon_2_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1828_PE=4_SV=1			22.469823415198842	61.88	0.0	0.0					Single Protein		A0A090I488	0	8	8	0	0	0	0	13	0.0	Not Validated
288	A0A090I489	A0A090I489_METFO_GTP-binding_protein_Rab-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1673_PE=4_SV=1			16.80842800228229	73.68	7.24	96.74055964870033					Single Protein		A0A090I489	1	9	9	1	0	0	1	11	73.07692307692308	Not Validated
289	A0A090I3Y9	A0A090I3Y9_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1536_PE=4_SV=1			30.228689601902673	69.57	0.0	0.0					Single Protein		A0A090I3Y9	0	15	15	0	0	0	0	19	0.0	Not Validated
290	A0A090I3Y2	A0A090I3Y2_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1526_PE=4_SV=1			31.624058124338752	43.85	0.0	0.0					Single Protein		A0A090I3Y2	0	1	1	0	0	0	0	1	0.0	Not Validated
291	A0A090I3Y4	A0A090I3Y4_METFO_Transcriptional_repressor_of_nif_and_glnA_operons_NrpR_OS=Methanobacterium_formicicum_OX=2162_GN=nrpR_PE=4_SV=1			61.827268007510554	100.0	0.0	0.0					Single Protein		A0A090I3Y4	0	26	26	0	0	0	0	32	0.0	Not Validated
292	A0A090I3Y5	A0A090I3Y5_METFO_Flavodoxin_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1682_PE=4_SV=1			18.41983338177531	77.44	0.0	0.0					Single Protein		A0A090I3Y5	0	11	11	0	0	0	0	12	0.0	Not Validated
293	A0A090I3Y0	A0A090I3Y0_METFO_Phenylalanine--tRNA_ligase_beta_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=pheT_PE=3_SV=1			62.976910213122075	93.53	7.19	38.20011842538424					Single Protein		A0A090I3Y0	3	14	14	3	14	3	3	18	100.0	Confident
294	A0A090I3Y1	A0A090I3Y1_METFO_DNA_photolyase_OS=Methanobacterium_formicicum_OX=2162_GN=phr_PE=3_SV=1			52.362746624983025	79.69	0.0	0.0					Single Protein		A0A090I3Y1	0	31	31	0	0	0	0	39	0.0	Not Validated
295	CATA_HUMAN				59.58771482863913	81.18	0.0	0.0					Single Protein		CATA_HUMAN	0	24	24	0	0	0	0	28	0.0	Not Validated
296	A0A090I499	A0A090I499_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1688_PE=4_SV=1			30.352571614366546	100.0	0.0	0.0					Single Protein		A0A090I499	0	21	21	0	0	0	0	26	0.0	Not Validated
297	A0A090I474	A0A090I474_METFO_ADP-ribosylation/Crystallin_J1_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1793_PE=4_SV=1			48.82225750295273	58.81	0.0	0.0					Single Protein		A0A090I474	0	5	5	0	0	0	0	7	0.0	Not Validated
298	A0A090I475	A0A090I475_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1653_PE=4_SV=1			35.97268979442576	32.23	0.0	0.0					Single Protein		A0A090I475	0	2	2	0	0	0	0	2	0.0	Not Validated
299	A0A090I476	A0A090I476_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1798_PE=4_SV=1			25.5509749114907	62.83	0.0	0.0					Single Protein		A0A090I476	0	9	9	0	0	0	0	9	0.0	Not Validated
300	A0A090I470	A0A090I470_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1783_PE=4_SV=1			8.039967069589045	100.0	0.0	0.0					Single Protein		A0A090I470	0	8	8	0	0	0	0	9	0.0	Not Validated
301	A0A090I3V1	A0A090I3V1_METFO_Formate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=fdhA_PE=4_SV=1			75.66813409828335	73.68	13.3	77.23889127507344					Single Protein		A0A090I3V1	8	26	26	8	26	8	13	42	100.0	Confident
302	A0A090I471	A0A090I471_METFO_GDP-mannose_4,6-dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1648_PE=4_SV=1			46.0954035172292	90.75	4.14	29.04810370148643					Single Protein		A0A090I471	1	14	14	1	14	1	1	25	100.0	Doubtful
303	A0A090I472	A0A090I472_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1788_PE=4_SV=1			16.959352680110634	76.32	0.0	0.0					Single Protein		A0A090I472	0	2	2	0	0	0	0	2	0.0	Not Validated
304	A0A089ZGN8	A0A089ZGN8_METFO_PRC-barrel_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0515_PE=4_SV=1			9.494966413507226	100.0	0.0	0.0					Single Protein		A0A089ZGN8	0	2	2	0	0	0	0	2	0.0	Not Validated
305	A0A090I466	A0A090I466_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1643_PE=4_SV=1			10.166274487092062	100.0	0.0	0.0					Single Protein		A0A090I466	0	4	4	0	0	0	0	4	0.0	Not Validated
306	A0A090I467	A0A090I467_METFO_RNA-metabolising_metallo-beta-lactamase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1778_PE=4_SV=1			58.02531704153989	75.5	0.0	0.0					Single Protein		A0A090I467	0	23	23	0	0	0	0	25	0.0	Not Validated
307	A0A090I3U7	A0A090I3U7_METFO_LysR_family_transcriptional_regulator_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1481_PE=4_SV=1			33.34104763682511	89.73	0.0	0.0					Single Protein		A0A090I3U7	0	3	3	0	0	0	0	3	0.0	Not Validated
308	A0A090I3U8	A0A090I3U8_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1642_PE=4_SV=1			16.528875440412932	100.0	0.0	0.0					Single Protein		A0A090I3U8	0	11	11	0	0	0	0	12	0.0	Not Validated
309	A0A090I3U9	A0A090I3U9_METFO_4-diphosphocytidyl-2C-methyl-D-erythritolsynthase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0014_PE=4_SV=1			24.98782138646062	69.2	0.0	0.0					Single Protein		A0A090I3U9	0	11	11	0	0	0	0	13	0.0	Not Validated
310	A0A090I3W4	A0A090I3W4_METFO_Major_facilitator_superfamily_permease_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1501_PE=4_SV=1			50.579106656215366	24.32	0.0	0.0					Single Protein		A0A090I3W4	0	1	1	0	0	0	0	1	0.0	Not Validated
311	A0A090I484	A0A090I484_METFO_HEPN_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1818_PE=4_SV=1			16.185408489642942	100.0	0.0	0.0					Single Protein		A0A090I484	0	5	5	0	0	0	0	6	0.0	Not Validated
312	A0A090I485	A0A090I485_METFO_zinc_ribbon_2_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1823_PE=4_SV=1			30.367016405268448	58.46	0.0	0.0					Single Protein		A0A090I485	0	5	5	0	0	0	0	5	0.0	Not Validated
313	A0A090I3W6	A0A090I3W6_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1662_PE=4_SV=1			17.796229130565273	33.77	0.0	0.0					Single Protein		A0A090I3W6	0	2	2	0	0	0	0	4	0.0	Not Validated
314	A0A090I486	A0A090I486_METFO_Prenyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=ubiA_PE=4_SV=1			30.252957690164013	87.92	0.0	0.0					Single Protein		A0A090I486	0	3	3	0	0	0	0	3	0.0	Not Validated
315	A0A090I3W7	A0A090I3W7_METFO_4Fe-4S_ferredoxin_iron-sulfur_binding_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0190_PE=4_SV=1			6.696974831471342	100.0	0.0	0.0					Single Protein		A0A090I3W7	0	3	3	0	0	0	0	4	0.0	Not Validated
316	A0A090I487	A0A090I487_METFO_TPR_REGION_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0160_PE=4_SV=1			4.05595300542854	100.0	0.0	0.0					Single Protein		A0A090I487	0	5	5	0	0	0	0	7	0.0	Not Validated
317	A0A090I480	A0A090I480_METFO_RING-type_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1808_PE=4_SV=1			26.51686678885775	88.56	0.0	0.0					Single Protein		A0A090I480	0	16	16	0	0	0	0	18	0.0	Not Validated
318	A0A090I481	A0A090I481_METFO_PDDEXK_1_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1813_PE=4_SV=1			45.85211478269528	78.68	0.0	0.0					Single Protein		A0A090I481	0	24	24	0	0	0	0	25	0.0	Not Validated
319	A0A090I3W1	A0A090I3W1_METFO_Nucleotidyltransferase_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0999_PE=4_SV=1			32.946636870617006	89.36	0.0	0.0					Single Protein		A0A090I3W1	0	17	17	0	0	0	0	21	0.0	Not Validated
320	A0A090I482	A0A090I482_METFO_Putative_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1663_PE=4_SV=1			90.30709930383422	71.37	0.0	0.0					Single Protein		A0A090I482	0	32	32	0	0	0	0	35	0.0	Not Validated
321	A0A090I3W2	A0A090I3W2_METFO_Putative_PAS/PAC_sensor_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1846_PE=4_SV=1			18.238524296811338	100.0	0.0	0.0					Single Protein		A0A090I3W2	0	14	14	0	0	0	0	17	0.0	Not Validated
322	A0A090I483	A0A090I483_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0154_PE=4_SV=1			15.08967524308923	100.0	0.0	0.0					Single Protein		A0A090I483	0	4	4	0	0	0	0	4	0.0	Not Validated
323	IGF2_HUMAN				20.127273327902294	77.22	0.0	0.0					Single Protein		IGF2_HUMAN	0	12	12	0	0	0	0	15	0.0	Not Validated
324	A0A090I477	A0A090I477_METFO_MarR_family_transcriptional_regulator_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1960_PE=4_SV=1			17.762332920801462	100.0	0.0	0.0					Single Protein		A0A090I477	0	24	24	0	0	0	0	30	0.0	Not Validated
325	A0A090I3V7	A0A090I3V7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0124_PE=4_SV=1			60.18702050067167	89.94	0.0	0.0					Single Protein		A0A090I3V7	0	41	41	0	0	0	0	51	0.0	Not Validated
326	A0A090I478	A0A090I478_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1803_PE=4_SV=1			14.857632858645031	100.0	8.03	79.08717285149224					Single Protein		A0A090I478	1	3	3	1	3	1	1	4	96.0	Doubtful
327	A0A090I3V8	A0A090I3V8_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0024_PE=4_SV=1			26.1192229525902	73.39	0.0	0.0					Single Protein		A0A090I3V8	0	5	5	0	0	0	0	8	0.0	Not Validated
328	A0A090I479	A0A090I479_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1658_PE=4_SV=1			9.888937564670806	63.22	0.0	0.0					Single Protein		A0A090I479	0	5	5	0	0	0	0	6	0.0	Not Validated
329	A0A090I3T1	A0A090I3T1_METFO_Elongation_factor_2_OS=Methanobacterium_formicicum_OX=2162_GN=fusA_PE=3_SV=1			80.1620668389784	95.58	28.73	243.25831294280025	Oxidation of M(M73)	Oxidation of M(1)			Single Protein		A0A090I3T1	16	52	52	16	52	16	43	98	100.0	Confident
330	A0A090JXZ5	A0A090JXZ5_METFO_Metallophosphoesterase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1420_PE=4_SV=1			29.961311926499636	86.72	0.0	0.0					Single Protein		A0A090JXZ5	0	11	11	0	0	0	0	15	0.0	Not Validated
331	A0A090I454	A0A090I454_METFO_CoB-CoM_heterodisulfide_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1753_PE=4_SV=1			26.997378399843214	100.0	0.0	0.0					Single Protein		A0A090I454	0	21	21	0	0	0	0	25	0.0	Not Validated
332	A0A090JXZ1	A0A090JXZ1_METFO_Delta-aminolevulinic_acid_dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=hemB_PE=3_SV=1			36.52925036793041	78.9	0.0	0.0					Single Protein		A0A090JXZ1	0	32	32	0	0	0	0	49	0.0	Not Validated
333	A0A090I3S9	A0A090I3S9_METFO_Putative_copper-exporting_P-type_ATPase_A_OS=Methanobacterium_formicicum_OX=2162_GN=copA_PE=3_SV=1			87.42818166604879	68.06	0.0	0.0					Single Protein		A0A090I3S9	0	7	7	0	0	0	0	9	0.0	Not Validated
334	A0A090I449	A0A090I449_METFO_Molybdopterin_biosynthesis_MoaE_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1743_PE=4_SV=1			16.20348759569856	81.51	0.0	0.0					Single Protein		A0A090I449	0	7	7	0	0	0	0	7	0.0	Not Validated
335	A0A089ZGH3	A0A089ZGH3_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0416_PE=4_SV=1			12.879401708397697	68.18	0.0	0.0					Single Protein		A0A089ZGH3	0	9	9	0	0	0	0	11	0.0	Not Validated
336	A0A090I445	A0A090I445_METFO_tRNA_(Guanine(10)-N2)-dimethyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=trmG10_PE=4_SV=1			38.85244780158598	100.0	0.0	0.0					Single Protein		A0A090I445	0	16	16	0	0	0	0	17	58.06451612903225	Not Validated
337	A0A090I3S6	A0A090I3S6_METFO_DNA-directed_RNA_polymerase_subunit_A''_OS=Methanobacterium_formicicum_OX=2162_GN=rpoA2_PE=3_SV=1			42.69348651441685	84.86	3.66	30.781087160950108					Single Protein		A0A090I3S6	1	23	23	1	23	1	1	29	100.0	Doubtful
338	A0A090I446	A0A090I446_METFO_DNA-(Apurinic_or_apyrimidinic_site)_lyase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1738_PE=4_SV=1			17.539424255131625	100.0	0.0	0.0					Single Protein		A0A090I446	0	9	9	0	0	0	0	10	0.0	Not Validated
339	A0A090I462	A0A090I462_METFO_Nitroreductase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1946_PE=4_SV=1			28.991370295661138	76.19	0.0	0.0					Single Protein		A0A090I462	0	14	14	0	0	0	0	14	0.0	Not Validated
340	K1H7_HUMAN				49.71517718694274	65.03	0.0	0.0					Single Protein		K1H7_HUMAN	0	13	8	0	0	0	0	14	0.0	Not Validated
341	A0A090I3U2	A0A090I3U2_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1476_PE=4_SV=1			43.02723160260722	69.54	0.0	0.0					Single Protein		A0A090I3U2	0	12	12	0	0	0	0	13	62.96296296296296	Not Validated
342	A0A090I3U3	A0A090I3U3_METFO_Peptidase_U62_modulator_of_DNA_gyrase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0009_PE=4_SV=1			46.572105792814185	76.27	0.0	0.0					Single Protein		A0A090I3U3	0	14	14	0	0	0	0	15	72.0	Not Validated
343	A0A090I463	A0A090I463_METFO_Metallophosphoesterase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1768_PE=4_SV=1			27.669157540086218	100.0	0.0	0.0					Single Protein		A0A090I463	0	2	2	0	0	0	0	2	0.0	Not Validated
344	A0A090I465	A0A090I465_METFO_Spore_coat_polysaccharide_biosynthesis_protein_SpsK_OS=Methanobacterium_formicicum_OX=2162_GN=spsK_PE=4_SV=1			31.44358746824261	74.55	12.54	130.22767645017353					Single Protein		A0A090I465	2	11	11	2	11	2	4	19	100.0	Confident
345	A0A090I3U0	A0A090I3U0_METFO_Carbonic_anhydrase_OS=Methanobacterium_formicicum_OX=2162_GN=cab_PE=4_SV=1			19.157831488669572	82.18	0.0	0.0					Single Protein		A0A090I3U0	0	18	18	0	0	0	0	21	0.0	Not Validated
346	A0A090I461	A0A090I461_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1638_PE=4_SV=1			6.157220491972823	100.0	0.0	0.0					Single Protein		A0A090I461	0	7	7	0	0	0	0	9	0.0	Not Validated
347	A0A089ZGG9	A0A089ZGG9_METFO_50S_ribosomal_protein_L4_OS=Methanobacterium_formicicum_OX=2162_GN=rpl4p_PE=3_SV=1			28.620400066660952	100.0	6.87	103.38685763983243					Single Protein		A0A089ZGG9	2	10	10	2	10	2	3	14	100.0	Confident
348	A0A089ZGG6	A0A089ZGG6_METFO_HTH_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1370_PE=4_SV=1			14.375363735018695	100.0	0.0	0.0					Single Protein		A0A089ZGG6	0	13	13	0	0	0	0	18	0.0	Not Validated
349	A0A089ZGG4	A0A089ZGG4_METFO_50S_ribosomal_protein_L14_OS=Methanobacterium_formicicum_OX=2162_GN=rpl14p_PE=3_SV=1			14.109756941335823	100.0	26.52	499.33763616652396					Single Protein		A0A089ZGG4	4	5	5	4	5	4	8	11	100.0	Confident
350	A0A090I3T9	A0A090I3T9_METFO_TetR_family_transcriptional_regulator_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2056_PE=4_SV=1			26.000003450226835	85.59	0.0	0.0					Single Protein		A0A090I3T9	0	26	26	0	0	0	0	34	0.0	Not Validated
351	A0A090I459	A0A090I459_METFO_Family_2_glycosyl_transferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1763_PE=4_SV=1			26.476813984334452	67.36	0.0	0.0					Single Protein		A0A090I459	0	7	7	0	0	0	0	7	0.0	Not Validated
352	A0A090I455	A0A090I455_METFO_Type_2_DNA_topoisomerase_6_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=top6A_PE=3_SV=1			39.711346466284894	81.2	0.0	0.0					Single Protein		A0A090I455	0	21	21	0	0	0	0	22	0.0	Not Validated
353	A0A090I3T6	A0A090I3T6_METFO_Preprotein_translocase_subunit_SecG_OS=Methanobacterium_formicicum_OX=2162_GN=secG_PE=3_SV=1			5.9612014433391805	100.0	0.0	0.0					Single Protein		A0A090I3T6	0	1	1	0	0	0	0	1	0.0	Not Validated
354	A0A090I3T8	A0A090I3T8_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0004_PE=4_SV=1			31.911202975823628	88.48	0.0	0.0					Single Protein		A0A090I3T8	0	46	46	0	0	0	0	60	0.0	Not Validated
355	A0A090I458	A0A090I458_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1758_PE=4_SV=1			26.296259177250363	65.35	0.0	0.0					Single Protein		A0A090I458	0	14	14	0	0	0	0	15	0.0	Not Validated
356	A0A090JXZ9	A0A090JXZ9_METFO_Activator_of_Hsp90_ATPase_1_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2124_PE=3_SV=1			30.607030033195976	62.73	0.0	0.0					Single Protein		A0A090JXZ9	0	10	10	0	0	0	0	12	0.0	Not Validated
357	A0A090JXX4	A0A090JXX4_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2093_PE=4_SV=1			8.150673609503906	34.25	0.0	0.0					Single Protein		A0A090JXX4	0	7	7	0	0	0	0	8	0.0	Not Validated
358	A0A090I431	A0A090I431_METFO_2-oxoglutarate_synthase_subunit_KorA_OS=Methanobacterium_formicicum_OX=2162_GN=korA_PE=4_SV=1			41.24152994018433	73.87	0.0	0.0					Single Protein		A0A090I431	0	9	9	0	0	0	1	11	26.923076923076927	Not Validated
359	A0A090I3Q6	A0A090I3Q6_METFO_Putative_biopolymer_transport_protein_ExbB_homolog_OS=Methanobacterium_formicicum_OX=2162_GN=tolQ_PE=3_SV=1			31.39548388194073	85.0	0.0	0.0					Single Protein		A0A090I3Q6	0	25	25	0	0	0	0	32	0.0	Not Validated
360	A0A090I426	A0A090I426_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1052_PE=4_SV=1			16.592784429323256	100.0	0.0	0.0					Single Protein		A0A090I426	0	13	13	0	0	0	0	15	0.0	Not Validated
