	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
91	A0A090I5D7	A0A090I5D7_METFO_Glutamate-1-semialdehyde_2,1-aminomutase_OS=Methanobacterium_formicicum_OX=2162_GN=hemL_PE=3_SV=1			47.935368103479405	69.57	3.66	29.930780885785737					Single Protein		A0A090I5D7	1	20	20	1	20	1	1	25	84.0	Doubtful
92	K2C1_HUMAN				65.84694613410919	69.21	31.57	553.9716050224448					Single Protein		K2C1_HUMAN	22	50	48	20	48	20	119	202	100.0	Confident
93	A0A090I4J0	A0A090I4J0_METFO_Pyruvate_carboxylase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=pycA_PE=4_SV=1			54.447526527379296	93.95	11.29	45.50967187774881					Single Protein		A0A090I4J0	4	25	25	4	25	4	4	30	100.0	Doubtful
94	A0A089ZA11	A0A089ZA11_METFO_UPF0145_protein_BRM9_0823_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0823_PE=3_SV=1			12.310070695707447	100.0	17.7	335.59556975478347					Single Protein		A0A089ZA11	2	13	13	2	13	2	4	18	100.0	Confident
95	A0A090I4G9	A0A090I4G9_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1784_PE=4_SV=1			23.790019015422956	62.95	14.29	448.2541298143087					Single Protein		A0A090I4G9	3	6	6	3	6	3	9	12	100.0	Confident
96	A0A090I4G3	A0A090I4G3_METFO_LL-diaminopimelate_aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=dapL_PE=3_SV=1			46.0227708641051	72.99	5.84	54.174713403272186					Single Protein		A0A090I4G3	2	10	10	2	10	2	2	13	100.0	Confident
97	A0A090JYM0	A0A090JYM0_METFO_Glutamine_synthetase_OS=Methanobacterium_formicicum_OX=2162_GN=glnA3_PE=3_SV=1			50.511165238345896	85.0	6.82	43.455652462517804					Single Protein		A0A090JYM0	2	35	35	2	35	2	3	39	100.0	Confident
98	A0A090JYJ5	A0A090JYJ5_METFO_Glutamine--fructose-6-phosphate_aminotransferase_[isomerizing]_OS=Methanobacterium_formicicum_OX=2162_GN=glmS_PE=3_SV=1			65.32375883042427	82.29	3.54	29.930780885785737					Single Protein		A0A090JYJ5	2	18	18	2	18	2	2	21	100.0	Confident
99	A0A090I531	A0A090I531_METFO_Putative_hydrogenase_expression/formation_protein_MJ0676_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2329_PE=3_SV=1			34.185396540200074	74.61	7.74	112.39567096114561					Single Protein		A0A090I531	2	11	11	2	11	2	3	13	100.0	Confident
100	A0A090I4Q7	A0A090I4Q7_METFO_Aspartate--tRNA(Asp/Asn)_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=aspS_PE=3_SV=1			50.07555106802221	92.48	6.61	53.374101875145016					Single Protein		A0A090I4Q7	2	27	27	2	27	2	4	30	100.0	Confident
101	A0A089ZI64	A0A089ZI64_METFO_ATP_phosphoribosyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=hisG2_PE=4_SV=1			36.85682517122576	90.88	13.98	76.84356511102439					Single Protein		A0A089ZI64	3	15	15	3	15	3	4	18	100.0	Confident
102	A0A090I4R4	A0A090I4R4_METFO_Type_A_flavoprotein_FprA_OS=Methanobacterium_formicicum_OX=2162_GN=fprA1_PE=4_SV=1			45.74385527369273	68.3	2.46	35.524402231653895					Single Protein		A0A090I4R4	1	7	7	1	7	1	1	10	100.0	Doubtful
103	A0A090JYU9	A0A090JYU9_METFO_Phosphosulfolactate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=comA_PE=3_SV=1			28.540609564536208	100.0	11.63	62.99385279450254	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A0A090JYU9	2	13	13	2	13	2	2	15	100.0	Doubtful
104	A0A090I518	A0A090I518_METFO_Digeranylgeranylglycerophospholipid_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2293_PE=3_SV=1			41.86563826191979	73.03	9.92	188.76206760722013					Single Protein		A0A090I518	3	15	15	3	15	3	8	27	100.0	Confident
105	A0A090I4P9	A0A090I4P9_METFO_Glucose-methanol-choline_oxidoreductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1935_PE=4_SV=1			42.50976813446887	90.84	6.19	44.28450686915982					Single Protein		A0A090I4P9	2	7	7	2	7	2	2	7	100.0	Confident
106	A0A090I514	A0A090I514_METFO_UPF0219_protein_DSM1535_2142_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2142_PE=3_SV=1			37.374637146922645	57.83	9.12	80.06115281271751					Single Protein		A0A090I514	2	11	11	2	11	2	2	12	100.0	Doubtful
107	A0A090I4M3	A0A090I4M3_METFO_Putative_ABC_transporter_ATP-binding_protein_MJ0412_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2065_PE=4_SV=1			30.864132167373143	86.4	4.41	46.10613906661463			Oxidation of M (M1-{M1 M11})	Oxidation of M (1)	Single Protein		A0A090I4M3	1	18	18	1	18	1	1	19	88.0	Doubtful
108	A0A089ZHQ4	A0A089ZHQ4_METFO_Methyl-coenzyme_M_reductase_component_A2_AtwA3_OS=Methanobacterium_formicicum_OX=2162_GN=atwA3_PE=4_SV=1			59.33283722128096	94.16	7.16	33.22715755400694					Single Protein		A0A089ZHQ4	3	21	16	1	16	1	3	33	100.0	Confident
109	A0A089ZIP7	A0A089ZIP7_METFO_DNA_primase_DnaG_OS=Methanobacterium_formicicum_OX=2162_GN=dnaG_PE=3_SV=1			42.61513727298473	90.44	25.32	154.34265287952653					Single Protein		A0A089ZIP7	7	28	28	7	28	7	13	47	100.0	Confident
110	A0A090I672	A0A090I672_METFO_dTDP-glucose_4,6-dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=acbB_PE=4_SV=1			35.419690130000056	79.1	7.4	66.06672366252707					Single Protein		A0A090I672	2	17	17	2	17	2	2	21	100.0	Doubtful
111	A0A090I5U4	A0A090I5U4_METFO_SPFH_domain/Band_7_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2165_PE=3_SV=1			28.976820028695343	100.0	12.64	76.10751563678086					Single Protein		A0A090I5U4	3	10	10	3	10	3	3	15	100.0	Confident
112	A0A090I684	A0A090I684_METFO_Formylmethanofuran_dehydrogenase_subunit_E_OS=Methanobacterium_formicicum_OX=2162_GN=fwdE-1_PE=4_SV=1			22.33305540416935	73.13	13.43	26.952593732971238					Single Protein		A0A090I684	2	7	7	2	7	2	1	9	100.0	Doubtful
113	A0A090I6C9	A0A090I6C9_METFO_Ketol-acid_reductoisomerase_(NADP(+))_OS=Methanobacterium_formicicum_OX=2162_GN=ilvC_PE=3_SV=1			36.148439561295206	60.67	19.82	199.48053384925808					Single Protein		A0A090I6C9	5	24	24	5	24	5	10	42	100.0	Confident
114	A0A089ZA94	A0A089ZA94_METFO_CobQ/CobB/MinD/ParA_nucleotide_binding_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0904_PE=4_SV=1			28.086697734643067	76.34	3.44	47.73102502490942					Single Protein		A0A089ZA94	1	6	6	1	6	1	1	13	100.0	Doubtful
115	A0A089ZII9	A0A089ZII9_METFO_MotA/TolQ/ExbB_proton_channel_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1697_PE=3_SV=1			23.63148749892086	53.15	6.76	183.6430962822786					Single Protein		A0A089ZII9	1	2	2	1	2	1	2	3	100.0	Doubtful
116	A0A089ZB18	A0A089ZB18_METFO_50S_ribosomal_protein_L23_OS=Methanobacterium_formicicum_OX=2162_GN=rpl23_PE=3_SV=1			9.980283897603876	100.0	36.05	545.946724219022					Single Protein		A0A089ZB18	3	12	12	3	12	3	5	18	100.0	Confident
117	A0A090I5G8	A0A090I5G8_METFO_F420-non-reducing_hydrogenase_subunit_G_OS=Methanobacterium_formicicum_OX=2162_GN=mvhG_PE=4_SV=1			33.5284823929711	45.95	10.03	279.7755152281663	Oxidation of M(M258)	Oxidation of M(1)			Single Protein		A0A090I5G8	3	11	11	3	11	3	7	21	100.0	Confident
118	A0A090I5G4	A0A090I5G4_METFO_Exosome_complex_component_Rrp41_OS=Methanobacterium_formicicum_OX=2162_GN=rrp41_PE=3_SV=1			27.128915996216968	88.0	5.6	86.6795414452355					Single Protein		A0A090I5G4	1	12	12	1	12	1	2	15	100.0	Doubtful
119	HBA_HUMAN				15.116885097439225	59.57	17.02	115.26534766653656	Oxidation of M(M32)	Oxidation of M(1)			Single Protein		HBA_HUMAN	2	5	5	2	5	2	3	11	100.0	Confident
120	A0A090I5H7	A0A090I5H7_METFO_Tetrahydromethanopterin_S-methyltransferase_subunit_H_OS=Methanobacterium_formicicum_OX=2162_GN=mtrH_PE=3_SV=1			33.67262528323462	47.95	42.27	892.9210775604893					Single Protein		A0A090I5H7	9	11	11	9	11	9	39	56	100.0	Confident
121	A0A090I5H3	A0A090I5H3_METFO_Methenyltetrahydromethanopterin_cyclohydrolase_OS=Methanobacterium_formicicum_OX=2162_GN=mch_PE=3_SV=1			34.19841125070676	82.19	30.31	241.04522779134513					Single Protein		A0A090I5H3	7	15	15	7	15	7	22	34	100.0	Confident
122	A0A090I5E9	A0A090I5E9_METFO_Pyruvate_carboxylase_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=pycB_PE=4_SV=1			63.61127788829821	68.18	3.5	73.04455739767037					Single Protein		A0A090I5E9	2	24	24	2	24	2	4	33	100.0	Confident
123	A0A090I5E6	A0A090I5E6_METFO_Inositol-3-phosphate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=ino1_PE=3_SV=1			40.746170591275714	67.85	10.35	48.51466871934823					Single Protein		A0A090I5E6	2	9	9	2	9	2	2	14	100.0	Doubtful
124	A0A090I5F2	A0A090I5F2_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0857_PE=4_SV=1			43.352654186096345	100.0	2.33	55.994535817335596					Single Protein		A0A090I5F2	1	14	14	1	14	1	2	19	100.0	Doubtful
125	A0A090I5F3	A0A090I5F3_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2355_PE=4_SV=1			95.79708151880938	47.64	25.68	338.45009463194083					Single Protein		A0A090I5F3	17	24	24	17	24	17	78	113	100.0	Confident
126	A0A089Z979	A0A089Z979_METFO_Cell_division_ATPase_MinD3_OS=Methanobacterium_formicicum_OX=2162_GN=minD3_PE=3_SV=1			27.298735446607157	63.32	4.25	49.249739457520164					Single Protein		A0A089Z979	1	3	3	1	3	1	1	4	100.0	Doubtful
127	A0A090I5S8	A0A090I5S8_METFO_Argininosuccinate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=argG_PE=3_SV=1			43.957178538800264	81.89	13.78	202.52229309634458					Single Protein		A0A090I5S8	4	21	21	4	21	4	10	32	100.0	Confident
128	K1C9_HUMAN				62.09190997979053	63.72	35.96	241.77873721473694	Oxidation of M(M245, M269)	Oxidation of M(2)			Single Protein		K1C9_HUMAN	15	42	42	15	42	15	44	98	100.0	Confident
129	A0A090I5T3	A0A090I5T3_METFO_Methyl-coenzyme_M_reductase_subunit_gamma_OS=Methanobacterium_formicicum_OX=2162_GN=mrtG_PE=3_SV=1			30.266059318730253	100.0	38.35	398.6486921663984					Single Protein		A0A090I5T3	8	32	32	8	32	8	27	62	100.0	Confident
130	A0A090I653	A0A090I653_METFO_Methanogenesis_marker_protein_11_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2289_PE=4_SV=1			33.54835064605599	90.0	10.65	97.08730000586412					Single Protein		A0A090I653	2	10	10	2	10	2	3	14	100.0	Confident
131	A0A090I622	A0A090I622_METFO_Translation_initiation_factor_2_subunit_alpha_OS=Methanobacterium_formicicum_OX=2162_GN=eif2a_PE=3_SV=1			29.129003243622755	74.9	17.76	204.278708157135					Single Protein		A0A090I622	3	25	25	3	25	3	7	31	100.0	Confident
132	A0A089ZAI4	A0A089ZAI4_METFO_Formylmethanofuran_dehydrogenase_subunit_A_FwdA_OS=Methanobacterium_formicicum_OX=2162_GN=fwdA_PE=4_SV=1			63.3897190350874	76.27	19.33	150.02959911110273					Single Protein		A0A089ZAI4	7	35	35	7	35	7	19	59	100.0	Confident
133	A0A089ZJ55	A0A089ZJ55_METFO_DNA_polymerase_sliding_clamp_OS=Methanobacterium_formicicum_OX=2162_GN=pcn_PE=3_SV=1			27.589992469933524	88.52	17.21	107.31329840812113					Single Protein		A0A089ZJ55	4	10	10	4	10	4	5	15	100.0	Confident
134	A0A089ZJ52	A0A089ZJ52_METFO_PepSY_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2253_PE=4_SV=1			14.568282598291182	55.1	8.84	133.7647244525239					Single Protein		A0A089ZJ52	1	1	1	1	1	1	1	3	88.0	Doubtful
135	A0A089Z928	A0A089Z928_METFO_FeMo_cofactor_biosynthesis_protein_NifB_OS=Methanobacterium_formicicum_OX=2162_GN=nifB_PE=3_SV=1			31.378193240850187	86.93	3.89	88.08896488336941					Single Protein		A0A089Z928	1	23	23	1	23	1	2	25	100.0	Doubtful
136	A0A089Z8Q6	A0A089Z8Q6_METFO_30S_ribosomal_protein_S11_OS=Methanobacterium_formicicum_OX=2162_GN=rps11p_PE=3_SV=1			13.789311997283344	75.0	18.94	164.1657981917339					Single Protein		A0A089Z8Q6	2	6	6	2	6	2	2	8	100.0	Confident
137	A0A090I613	A0A090I613_METFO_Coenzyme_F420_hydrogenase_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=frhB_PE=4_SV=1			32.06030589815718	78.23	39.46	376.3211920508601	Oxidation of M(M107)	Oxidation of M(1)			Single Protein		A0A090I613	9	21	21	9	21	9	27	53	100.0	Confident
138	A0A090I6Y8	A0A090I6Y8_METFO_DNA-directed_RNA_polymerase_OS=Methanobacterium_formicicum_OX=2162_GN=rpoB2_PE=3_SV=1			56.34816920226317	92.94	1.61	23.503129459120252					Single Protein		A0A090I6Y8	1	27	27	1	27	1	1	27	100.0	Doubtful
139	A0A090JSP3	A0A090JSP3_METFO_Uridylate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=pyrH_PE=3_SV=1			24.649696032641504	81.86	5.75	175.7017731998017					Single Protein		A0A090JSP3	1	14	14	1	14	1	3	17	100.0	Doubtful
140	A0A090I6W9	A0A090I6W9_METFO_Cell_shape_determining_protein_MreB/Mrl_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1588_PE=4_SV=1			37.631950333712844	75.63	14.01	143.79707878646323					Single Protein		A0A090I6W9	4	15	15	4	15	4	8	25	100.0	Confident
141	A0A089ZAX5	A0A089ZAX5_METFO_30S_ribosomal_protein_S2_OS=Methanobacterium_formicicum_OX=2162_GN=rps2p_PE=3_SV=1			22.264936435261937	85.86	33.84	392.1738512358088					Single Protein		A0A089ZAX5	6	18	18	6	18	6	20	43	100.0	Confident
142	A0A090JSU7	A0A090JSU7_METFO_Glyceraldehyde-3-phosphate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=gap_PE=3_SV=1			36.947370945319314	81.01	3.26	39.68843472767193					Single Protein		A0A090JSU7	1	11	11	1	11	1	1	11	100.0	Doubtful
143	A0A090JSW3	A0A090JSW3_METFO_zinc_ribbon_2_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0145_PE=4_SV=1			20.608391602329345	62.3	8.2	151.53765986929284					Single Protein		A0A090JSW3	1	9	9	1	9	1	2	12	100.0	Doubtful
144	A0A090I7B6	A0A090I7B6_METFO_Inosine-5'-monophosphate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=guaB_PE=3_SV=1			53.06613911997351	62.7	12.1	143.4764099264743					Single Protein		A0A090I7B6	4	13	13	4	13	4	10	26	100.0	Confident
145	A0A089ZC51	A0A089ZC51_METFO_Extracellular_phosphate-binding_protein_OS=Methanobacterium_formicicum_OX=2162_GN=pstS1_PE=4_SV=1			28.790169746829335	100.0	5.6	80.85778119891371					Single Protein		A0A089ZC51	1	7	7	1	7	1	3	9	100.0	Doubtful
146	A0A090I6K9	A0A090I6K9_METFO_30S_ribosomal_protein_S17_OS=Methanobacterium_formicicum_OX=2162_GN=rps17_PE=3_SV=1			12.238447589979568	100.0	19.63	253.1528663704308					Single Protein		A0A090I6K9	2	12	12	2	12	2	3	15	100.0	Confident
147	A0A089ZBS9	A0A089ZBS9_METFO_Acetyl-CoA_acetyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1452_PE=4_SV=1			40.494037905184996	49.22	27.6	277.23694605103105					Single Protein		A0A089ZBS9	7	15	15	7	15	7	19	34	100.0	Confident
148	A0A089ZBS5	A0A089ZBS5_METFO_30S_ribosomal_protein_S6e_OS=Methanobacterium_formicicum_OX=2162_GN=rps6e_PE=3_SV=1			13.73732582446927	100.0	27.78	429.95804288311257					Single Protein		A0A089ZBS5	2	4	4	2	4	2	6	10	100.0	Confident
149	A0A090I6I2	A0A090I6I2_METFO_Adenylosuccinate_synthetase_OS=Methanobacterium_formicicum_OX=2162_GN=purA_PE=3_SV=1			37.287410871746154	92.06	25.0	283.9999331490865					Single Protein		A0A090I6I2	7	23	23	7	23	7	20	43	100.0	Confident
150	A0A090I781	A0A090I781_METFO_Fructose-1,6-bisphosphate_aldolase/phosphatase_OS=Methanobacterium_formicicum_OX=2162_GN=fbp_PE=3_SV=1			40.25487119379003	78.08	21.1	423.89337154139287	Oxidation of M(M224)	Oxidation of M(1)			Single Protein		A0A090I781	6	20	20	6	20	6	17	44	100.0	Confident
151	A0A090I6V8	A0A090I6V8_METFO_CoB-CoM_heterodisulfide_reductase_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=hdrB_PE=3_SV=1			31.83147891692074	60.9	13.15	133.43525468786254					Single Protein		A0A090I6V8	3	19	19	3	19	3	5	28	100.0	Confident
152	A0A090I6T0	A0A090I6T0_METFO_Glutamine_synthetase_OS=Methanobacterium_formicicum_OX=2162_GN=glnA1_PE=3_SV=1			49.94474492677991	61.76	7.69	137.07573248352702					Single Protein		A0A090I6T0	3	8	8	3	8	3	8	15	100.0	Confident
153	A0A090I6Q2	A0A090I6Q2_METFO_Formylmethanofuran_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=fwdC_PE=4_SV=1			29.324464627705627	100.0	24.16	428.96706152033374					Single Protein		A0A090I6Q2	5	13	13	5	13	5	21	37	100.0	Confident
154	K1C10_HUMAN				59.48287701205572	61.72	39.46	460.8944118538023	Oxidation of M(M306, M321)	Oxidation of M(2)			Single Protein		K1C10_HUMAN	20	37	34	17	34	17	76	121	100.0	Confident
155	A0A090JTT4	A0A090JTT4_METFO_Methanogenesis_marker_protein_15_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0505_PE=4_SV=1			44.08565178869224	80.24	20.72	134.88601080861952					Single Protein		A0A090JTT4	7	17	17	7	17	7	12	26	100.0	Confident
156	A0A090JU62	A0A090JU62_METFO_Glutamine_amidotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0648_PE=4_SV=1			34.25025075096751	82.3	2.95	35.524402231653895					Single Protein		A0A090JU62	1	8	8	1	8	1	1	9	100.0	Doubtful
157	A0A090JTQ5	A0A090JTQ5_METFO_Aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0454_PE=3_SV=1			41.10370250129661	91.35	3.24	32.05604343388887					Single Protein		A0A090JTQ5	1	14	14	1	14	1	2	17	92.0	Doubtful
158	A0A090JU33	A0A090JU33_METFO_DNA-directed_RNA_polymerase_OS=Methanobacterium_formicicum_OX=2162_GN=rpoE1_PE=4_SV=1			21.7285997109712	78.35	10.31	142.56503527176892					Single Protein		A0A090JU33	1	11	11	1	11	1	2	14	100.0	Doubtful
159	A0A090JTZ4	A0A090JTZ4_METFO_Robl_LC7_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0545_PE=4_SV=1			55.73456914301631	86.88	2.19	24.793919177698942					Single Protein		A0A090JTZ4	1	17	17	1	17	1	1	18	100.0	Doubtful
160	A0A090JTX8	A0A090JTX8_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0530_PE=4_SV=1			44.91145928840658	100.0	11.41	58.252380003518475					Single Protein		A0A090JTX8	3	17	17	3	17	3	5	23	100.0	Confident
161	A0A090JTX4	A0A090JTX4_METFO_dCTP_deaminase,_dUMP-forming_OS=Methanobacterium_formicicum_OX=2162_GN=dcd_PE=3_SV=1			22.852710338794463	82.67	5.45	64.87989629134394					Single Protein		A0A090JTX4	1	12	12	1	12	1	1	15	100.0	Doubtful
162	A0A090IA40	A0A090IA40_METFO_Thermosome_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=thsA_PE=3_SV=1			58.46071331926441	83.43	43.83	364.07135444912615	Oxidation of M(M55, M464, M511)	Oxidation of M(3)	Oxidation of M (M273-{M263 M273})	Oxidation of M (1)	Single Protein		A0A090IA40	19	45	36	13	36	13	97	157	100.0	Confident
163	A0A090JTE7	A0A090JTE7_METFO_30S_ribosomal_protein_S3_OS=Methanobacterium_formicicum_OX=2162_GN=rps3_PE=3_SV=1			45.20345921301491	81.22	17.07	166.155686654664					Single Protein		A0A090JTE7	5	29	29	5	29	5	13	44	100.0	Confident
164	A0A090JTE0	A0A090JTE0_METFO_50S_ribosomal_protein_L6_OS=Methanobacterium_formicicum_OX=2162_GN=rpl6p_PE=3_SV=1			19.545618983365323	100.0	19.77	381.56954449762344					Single Protein		A0A090JTE0	5	14	14	5	14	5	18	32	100.0	Confident
165	A0A089ZCU1	A0A089ZCU1_METFO_Transcription_elongation_factor_Spt5_OS=Methanobacterium_formicicum_OX=2162_GN=spt5_PE=3_SV=1			16.061856519082863	100.0	17.69	110.56063959851465					Single Protein		A0A089ZCU1	2	8	8	2	8	2	2	13	100.0	Confident
166	A0A090I7K3	A0A090I7K3_METFO_Phosphate_import_ATP-binding_protein_PstB_OS=Methanobacterium_formicicum_OX=2162_GN=pstB_PE=3_SV=1			28.201659907472095	100.0	9.96	64.75065347004644					Single Protein		A0A090I7K3	2	11	11	2	11	2	3	15	100.0	Confident
167	A0A090I7L2	A0A090I7L2_METFO_Acetyl-CoA_decarbonylase/synthase_complex_subunit_gamma_OS=Methanobacterium_formicicum_OX=2162_GN=cdhE_PE=3_SV=1			50.94980276104781	73.43	18.79	190.82818669237724					Single Protein		A0A090I7L2	6	11	11	6	11	6	14	25	100.0	Confident
168	A0A089ZCR8	A0A089ZCR8_METFO_Proteasome-activating_nucleotidase_OS=Methanobacterium_formicicum_OX=2162_GN=pan_PE=3_SV=1			45.831489581572335	92.44	4.15	114.35295705176188					Single Protein		A0A089ZCR8	1	30	29	1	29	1	4	38	100.0	Doubtful
169	A0A089ZCQ3	A0A089ZCQ3_METFO_Putative_rubrerythrin_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1006_PE=4_SV=1			22.382044094126314	86.08	36.08	217.81585801315623					Single Protein		A0A089ZCQ3	6	29	29	6	29	6	8	40	100.0	Confident
170	A0A090I899	A0A090I899_METFO_Molybdenum_cofactor_biosynthesis_protein_MoaA_OS=Methanobacterium_formicicum_OX=2162_GN=moaA_PE=4_SV=1			55.00988984998277	75.36	6.52	14.641814433316808					Single Protein		A0A090I899	2	21	21	2	21	2	1	28	100.0	Doubtful
171	A0A090I897	A0A090I897_METFO_Formylmethanofuran--tetrahydromethanopterin_formyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=ftr_PE=3_SV=1			31.31377494357824	57.91	12.12	449.2098955495207					Single Protein		A0A090I897	3	10	10	3	10	3	13	22	100.0	Confident
172	A0A090I7U6	A0A090I7U6_METFO_GDP-mannose_4,6-dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2001_PE=4_SV=1			45.95733837398273	89.76	41.95	444.5328557893428					Single Protein		A0A090I7U6	12	25	25	12	25	12	50	80	100.0	Confident
173	A0A090I7W3	A0A090I7W3_METFO_Methyl-coenzyme_M_reductase_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=mcrB_PE=3_SV=1			46.94274210091379	64.56	50.11	1056.1618742070189	Oxidation of M(M178, M196, M272)	Oxidation of M(3)			Single Protein		A0A090I7W3	22	29	29	22	29	22	147	188	100.0	Confident
174	A0A090I7V9	A0A090I7V9_METFO_Tetrahydromethanopterin_S-methyltransferase_subunit_E_OS=Methanobacterium_formicicum_OX=2162_GN=mtrE_PE=3_SV=1			30.71094884518551	19.66	10.85	934.0467828150378					Single Protein		A0A090I7V9	2	2	2	2	2	2	6	6	100.0	Confident
175	A0A090I842	A0A090I842_METFO_CBS_domain-containing_membrane_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1036_PE=4_SV=1			31.291453390373853	79.21	51.97	346.5708396558536					Single Protein		A0A090I842	10	27	26	10	26	10	26	51	100.0	Confident
176	A0A090I7T8	A0A090I7T8_METFO_Peptidyl-prolyl_cis-trans_isomerase_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0907_PE=3_SV=1			29.41450296953283	100.0	12.26	117.62070598411586					Single Protein		A0A090I7T8	3	17	17	3	17	3	5	24	100.0	Confident
177	A0A090I7T4	A0A090I7T4_METFO_Phosphoenolpyruvate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=ppsA1_PE=3_SV=1			83.72800510760915	79.84	38.35	169.084443988965					Single Protein		A0A090I7T4	22	40	40	22	40	22	57	102	100.0	Confident
178	A0A090I7Q9	A0A090I7Q9_METFO_2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=aroA'_PE=3_SV=1			28.26060789774629	81.89	4.15	99.86122286317453					Single Protein		A0A090I7Q9	1	8	8	1	8	1	2	21	100.0	Doubtful
179	A0A090I9D3	A0A090I9D3_METFO_Succinate--CoA_ligase_[ADP-forming]_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=sucC_PE=3_SV=1			39.97881074207412	100.0	10.87	63.79268788428789					Single Protein		A0A090I9D3	3	17	17	3	17	3	4	24	100.0	Confident
180	A0A090I9D6	A0A090I9D6_METFO_Triosephosphate_isomerase_OS=Methanobacterium_formicicum_OX=2162_GN=tpiA_PE=3_SV=1			23.486166630844448	73.78	5.33	65.27073904008698					Single Protein		A0A090I9D6	1	2	2	1	2	1	1	2	100.0	Doubtful
181	A0A090I9A6	A0A090I9A6_METFO_Hydroxylamine_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=hcp_PE=3_SV=1			48.27891550428775	81.69	46.22	433.4582791688308	Oxidation of M(M98)	Oxidation of M(1)			Single Protein		A0A090I9A6	16	31	31	16	31	16	58	101	100.0	Confident
182	A0A090IB20	A0A090IB20_METFO_Proteasome_subunit_alpha_OS=Methanobacterium_formicicum_OX=2162_GN=psmA_PE=3_SV=1			27.875127649647077	89.24	54.98	250.2835444049865					Single Protein		A0A090IB20	10	25	25	10	25	10	21	49	100.0	Confident
183	A0A089ZDH4	A0A089ZDH4_METFO_Elongation_factor_1-alpha_OS=Methanobacterium_formicicum_OX=2162_GN=tuf_PE=3_SV=1			45.22317445495815	84.02	37.77	437.57166549469116					Single Protein		A0A089ZDH4	11	26	26	11	26	11	46	81	100.0	Confident
