	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting NSAF	Confident Phosphosites	#Confident Phosphosites	Ambiguous Phosphosites	#Ambiguous Phosphosites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
91	A0A090I3A4	A0A090I3A4_METFO_Phosphoribosylamine--glycine_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=purD_PE=3_SV=1			47.64093515072778	59.27	2.97	0.0031645569620253164		0		0	Single Protein		A0A090I3A4	1	22	22	1	22	1	1	29	100.0	Doubtful
92	A0A089ZGT2	A0A089ZGT2_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0580_PE=4_SV=1			25.470951963476985	51.04	5.39	0.006666666666666667		0		0	Single Protein		A0A089ZGT2	1	3	3	1	3	1	1	3	100.0	Doubtful
93	A0A090I409	A0A090I409_METFO_Glutamyl-tRNA(Gln)_amidotransferase_subunit_D_OS=Methanobacterium_formicicum_OX=2162_GN=gatD_PE=3_SV=1			48.689507098750006	89.57	3.17	0.005063291139240506		0		0	Single Protein		A0A090I409	1	27	27	1	27	1	2	34	100.0	Doubtful
94	A0A089ZGS2	A0A089ZGS2_METFO_Replication_factor_C_small_subunit_OS=Methanobacterium_formicicum_OX=2162_GN=rfcS_PE=3_SV=1			36.39758568925744	91.9	18.07	0.014901349948078922		0		0	Single Protein		A0A089ZGS2	5	41	41	5	41	5	9	55	100.0	Confident
95	A0A090JXV9	A0A090JXV9_METFO_CTP_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=pyrG_PE=3_SV=1			60.32849173939563	70.76	3.35	0.003464203233256351		0		0	Single Protein		A0A090JXV9	2	27	27	2	27	2	2	41	95.65217391304348	Confident
96	A0A090JY74	A0A090JY74_METFO_UDP-N-acetylglucosamine_2-epimerase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2201_PE=4_SV=1			49.20448521373841	78.41	4.32	0.004987531172069825		0		0	Single Protein		A0A090JY74	2	28	28	2	28	2	4	39	100.0	Confident
97	A0A090I3P4	A0A090I3P4_METFO_Alanine_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=ala_PE=3_SV=1			35.68042938017645	82.26	10.7	0.006214689265536723		0		0	Single Protein		A0A090I3P4	3	20	20	3	20	3	3	28	100.0	Confident
98	A0A089ZH78	A0A089ZH78_METFO_V-type_ATP_synthase_subunit_C_OS=Methanobacterium_formicicum_OX=2162_GN=ahaC_PE=3_SV=1			42.916508076116905	61.56	2.08	0.004219409282700422		0		0	Single Protein		A0A089ZH78	1	17	17	1	17	1	1	28	95.65217391304348	Doubtful
99	A0A090I3M2	A0A090I3M2_METFO_Cell_division_ATPase_MinD1_OS=Methanobacterium_formicicum_OX=2162_GN=soj_PE=4_SV=1			28.487721859893416	50.57	3.83	0.006211180124223602		0		0	Single Protein		A0A090I3M2	1	13	13	1	13	1	1	18	100.0	Doubtful
100	A0A090JXT2	A0A090JXT2_METFO_O-acetylhomoserine_(Thiol)-lyase_OS=Methanobacterium_formicicum_OX=2162_GN=cysD_PE=3_SV=1			49.9594236708244	58.23	8.66	0.014917695473251029		0		0	Single Protein		A0A090JXT2	4	10	10	4	10	4	10	20	100.0	Confident
101	A0A090I3K4	A0A090I3K4_METFO_Diaminopimelate_epimerase_OS=Methanobacterium_formicicum_OX=2162_GN=dapF_PE=3_SV=1			31.756884461898792	86.55	6.9	0.0099601593625498		0		0	Single Protein		A0A090I3K4	2	14	14	2	14	2	3	18	100.0	Confident
102	A0A090JXR2	A0A090JXR2_METFO_Formylmethanofuran-tetrahydromethanopterin_formyltransferase-like_protein_OS=Methanobacterium_formicicum_OX=2162_GN=ehaS_PE=3_SV=1			33.805911684011	78.03	9.18	0.007575757575757576		0		0	Single Protein		A0A090JXR2	2	21	21	2	21	2	3	27	100.0	Confident
103	A0A090JY31	A0A090JY31_METFO_Aspartokinase_OS=Methanobacterium_formicicum_OX=2162_GN=ask_PE=3_SV=1			44.34133571494647	85.22	5.17	0.004043126684636119		0		0	Single Protein		A0A090JY31	2	17	17	2	17	2	2	24	100.0	Confident
104	A0A089ZH31	A0A089ZH31_METFO_Cobalamin_biosynthesis_protein_CbiM3_OS=Methanobacterium_formicicum_OX=2162_GN=cbiM3_PE=4_SV=1			22.761515405156125	16.82	5.14	0.031746031746031744		0		0	Single Protein		A0A089ZH31	1	2	2	1	2	1	2	7	100.0	Doubtful
105	A0A090I3I6	A0A090I3I6_METFO_Putative_lipoprotein_MJ0085_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1272_PE=4_SV=1			38.226221399283666	76.57	30.57	0.016726564839772393		0		0	Single Protein		A0A090I3I6	8	20	20	8	20	8	17	42	100.0	Confident
106	A0A090I3I7	A0A090I3I7_METFO_Putative_sugar_kinase_MTH_1544_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1480_PE=3_SV=1			33.52470791590734	60.86	7.57	0.0056179775280898875		0		0	Single Protein		A0A090I3I7	2	16	16	2	16	2	2	23	100.0	Confident
107	A0A090I3I4	A0A090I3I4_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1267_PE=4_SV=1			19.96716144908854	57.06	6.78	0.011299435028248588		0		0	Single Protein		A0A090I3I4	1	14	14	1	14	1	2	22	100.0	Doubtful
108	A0A090I3J9	A0A090I3J9_METFO_Tungsten-containing_formylmethanofuran_dehydrogenase_2_subunit_B_OS=Methanobacterium_formicicum_OX=2162_GN=fwdB_PE=4_SV=1			50.43662325787059	64.08	11.09	0.014950980392156862		0		0	Single Protein		A0A090I3J9	4	48	48	4	48	4	7	80	100.0	Confident
109	A0A090I3J1	A0A090I3J1_METFO_Formate_dehydrogenase_beta_subunit_FdhB_OS=Methanobacterium_formicicum_OX=2162_GN=fdhB_PE=4_SV=1			43.89339025701365	85.46	16.04	0.010853769300635786		0		0	Single Protein		A0A090I3J1	5	52	52	5	52	5	10	81	100.0	Confident
110	A0A090I3J2	A0A090I3J2_METFO_Peptidase_C39_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1288_PE=4_SV=1			250.13141089915703	33.92	9.96	0.01163110824992347		0		0	Single Protein		A0A090I3J2	16	53	52	15	53	16	45	113	100.0	Confident
111	A0A090I4Z6	A0A090I4Z6_METFO_Aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0604_PE=3_SV=1			44.16391571445124	57.4	8.67	0.004934210526315789		0		0	Single Protein		A0A090I4Z6	2	32	32	2	32	2	2	39	88.0	Doubtful
112	A0A089ZHN5	A0A089ZHN5_METFO_Probable_transcription_termination_protein_NusA_OS=Methanobacterium_formicicum_OX=2162_GN=nusA_PE=3_SV=1			15.824478801048894	100.0	6.29	0.027972027972027972		0		0	Single Protein		A0A089ZHN5	1	11	11	1	11	1	4	16	100.0	Doubtful
113	A0A090I4Y9	A0A090I4Y9_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2106_PE=4_SV=1			36.50302349259862	91.9	2.8	0.003115264797507788		0		0	Single Protein		A0A090I4Y9	1	52	52	1	52	1	1	77	100.0	Doubtful
114	A0A089ZHN1	A0A089ZHN1_METFO_30S_ribosomal_protein_S10_OS=Methanobacterium_formicicum_OX=2162_GN=rps10_PE=3_SV=1			11.553263341385357	100.0	22.55	0.014705882352941176		0		0	Single Protein		A0A089ZHN1	2	15	15	2	15	2	2	18	100.0	Confident
115	A0A089ZHM6	A0A089ZHM6_METFO_Methyl-coenzyme_M_reductase_component_A2_AtwA2_OS=Methanobacterium_formicicum_OX=2162_GN=atwA2_PE=4_SV=1			64.73976497843391	82.32	7.11	0.004332755632582322		0		0	Single Protein		A0A089ZHM6	2	50	50	2	50	2	3	66	100.0	Confident
116	A0A090I4Y7	A0A090I4Y7_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2223_PE=3_SV=1			48.78568290951301	72.65	14.44	0.010956360259981432		0		0	Single Protein		A0A090I4Y7	5	26	26	5	26	5	13	39	100.0	Confident
117	A0A090I4Y3	A0A090I4Y3_METFO_Nucleoside_diphosphate_kinase_OS=Methanobacterium_formicicum_OX=2162_GN=ndk_PE=3_SV=1			17.219732236511998	78.95	9.21	0.008333333333333333		0		0	Single Protein		A0A090I4Y3	1	23	23	1	23	1	1	30	100.0	Doubtful
118	A0A090I4Y4	A0A090I4Y4_METFO_Circadian_clock_protein_KaiC_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2096_PE=4_SV=1			27.33207057351836	89.75	24.18	0.019603825136612022		0		0	Single Protein		A0A090I4Y4	5	39	39	5	39	5	8	58	100.0	Confident
119	A0A090I4Y0	A0A090I4Y0_METFO_Threonine_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=thrC_PE=3_SV=1			42.168507686352925	76.63	16.58	0.012696214219759925		0		0	Single Protein		A0A090I4Y0	4	15	15	4	15	4	9	27	100.0	Confident
120	A0A090I4X8	A0A090I4X8_METFO_F420-dependent_NADP_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=fno_PE=4_SV=1			24.20574720590934	72.57	20.8	0.01779513888888889		0		0	Single Protein		A0A090I4X8	4	15	15	4	15	4	6	20	100.0	Confident
121	A0A090I599	A0A090I599_METFO_Acetyl-CoA_decarbonylase/synthase_complex_subunit_beta_OS=Methanobacterium_formicicum_OX=2162_GN=cdhC_PE=3_SV=1			52.03892243364541	68.67	7.51	0.008333333333333335		0		0	Single Protein		A0A090I599	3	31	31	3	31	3	5	45	100.0	Confident
122	A0A090I573	A0A090I573_METFO_5,10-methylenetetrahydromethanopterin_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=mer_PE=3_SV=1			33.326883495272604	90.65	91.28	0.07298794388562578		0		0	Single Protein		A0A090I573	26	41	41	26	41	26	153	231	100.0	Confident
123	A0A090I571	A0A090I571_METFO_Carbamoyl-phosphate_synthase_large_chain_OS=Methanobacterium_formicicum_OX=2162_GN=carB_PE=3_SV=1			116.82217403929693	76.72	5.47	0.00255692422545726		0		0	Single Protein		A0A090I571	5	64	64	5	64	5	6	81	100.0	Confident
124	A0A090I4W3	A0A090I4W3_METFO_F420-non-reducing_hydrogenase_vhc_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=vhcA_PE=3_SV=1			52.60884541859907	70.12	42.74	0.022135573119332005		0		0	Single Protein		A0A090I4W3	17	43	43	17	43	17	40	85	100.0	Confident
125	A0A090I583	A0A090I583_METFO_Pterin-binding_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0729_PE=4_SV=1			58.194455101173936	82.82	4.01	0.0034562211981566822		0		0	Single Protein		A0A090I583	2	30	30	2	30	2	2	34	100.0	Confident
126	A0A090I582	A0A090I582_METFO_50S_ribosomal_protein_L1_OS=Methanobacterium_formicicum_OX=2162_GN=rpl1p_PE=3_SV=1			23.486771255250797	84.43	9.43	0.0223463687150838		0		0	Single Protein		A0A090I582	2	24	24	2	24	2	6	32	100.0	Confident
127	A0A090I4V7	A0A090I4V7_METFO_Cysteine_desulfurase_IscS_OS=Methanobacterium_formicicum_OX=2162_GN=iscS1_PE=3_SV=1			42.09035635590923	68.64	2.83	0.003125		0		0	Single Protein		A0A090I4V7	1	9	6	1	9	1	1	9	100.0	Doubtful
128	A0A090I4T1	A0A090I4T1_METFO_Aspartate-semialdehyde_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=asd_PE=3_SV=1			38.25504187691318	48.56	3.45	0.008032128514056224		0		0	Single Protein		A0A090I4T1	1	20	20	1	20	1	2	25	100.0	Doubtful
129	A0A090I552	A0A090I552_METFO_Exosome_complex_component_Rrp42_OS=Methanobacterium_formicicum_OX=2162_GN=rrp42_PE=3_SV=1			28.90522075613332	68.28	17.91	0.025227686703096542		0		0	Single Protein		A0A090I552	5	12	12	5	12	5	9	22	100.0	Confident
130	A0A090I4T3	A0A090I4T3_METFO_Orotate_phosphoribosyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=pyrE_PE=3_SV=1			19.209264990088805	84.66	14.77	0.008522727272727272		0		0	Single Protein		A0A090I4T3	2	10	10	2	10	2	2	10	100.0	Confident
131	A0A090I549	A0A090I549_METFO_Beta-ribofuranosylaminobenzene_5'-phosphate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2194_PE=3_SV=1			35.410291455399275	79.03	4.26	0.0038461538461538464		0		0	Single Protein		A0A090I549	1	10	10	1	10	1	1	10	95.65217391304348	Doubtful
132	A0A090I544	A0A090I544_METFO_Putative_secreted_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2354_PE=4_SV=1			163.07299601561016	46.2	0.61	0.001182033096926714		0		0	Single Protein		A0A090I544	1	34	34	1	34	1	1	42	100.0	Doubtful
133	A0A090I4S6	A0A090I4S6_METFO_Methanogenesis_marker_protein_17_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_0484_PE=4_SV=1			25.81534130284236	88.58	3.65	0.0045662100456621		0		0	Single Protein		A0A090I4S6	1	35	35	1	35	1	1	51	100.0	Doubtful
134	A0A090I560	A0A090I560_METFO_Putative_hydrogenase_nickel_incorporation_protein_HypB_OS=Methanobacterium_formicicum_OX=2162_GN=hypB_PE=4_SV=1			23.880300179084863	79.36	5.96	0.005780346820809248		0		0	Single Protein		A0A090I560	1	14	14	1	14	1	1	15	100.0	Doubtful
135	A0A090I5C2	A0A090I5C2_METFO_V-type_ATP_synthase_beta_chain_OS=Methanobacterium_formicicum_OX=2162_GN=atpB_PE=3_SV=1			51.33396570798045	72.57	36.93	0.04451179480955854		0		0	Single Protein		A0A090I5C2	17	46	46	17	46	17	58	118	100.0	Confident
136	A0A090I5C4	A0A090I5C4_METFO_LemA_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1605_PE=3_SV=1			21.37980785857159	65.59	12.37	0.006622516556291391		0		0	Single Protein		A0A090I5C4	2	7	7	2	7	2	1	16	100.0	Doubtful
137	A0A089ZHE0	A0A089ZHE0_METFO_Molybdenum_cofactor_synthesis_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=moeA1_PE=4_SV=1			43.903905875922945	66.34	5.85	0.004573170731707317		0		0	Single Protein		A0A089ZHE0	2	37	37	2	37	2	2	50	100.0	Confident
138	K2C1_HUMAN				65.84694613410919	65.16	41.99	0.06283814400996551		0		0	Single Protein		K2C1_HUMAN	32	82	78	29	78	29	187	339	100.0	Confident
139	A0A090I4J0	A0A090I4J0_METFO_Pyruvate_carboxylase_subunit_A_OS=Methanobacterium_formicicum_OX=2162_GN=pycA_PE=4_SV=1			54.447526527379296	88.91	2.02	0.0020161290322580645		0		0	Single Protein		A0A090I4J0	1	40	40	1	40	1	1	55	100.0	Doubtful
140	A0A089ZA17	A0A089ZA17_METFO_Peptidase_U32_family_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0828_PE=4_SV=1			33.49325563004242	90.73	8.61	0.004966887417218543		0		0	Single Protein		A0A089ZA17	2	30	30	2	30	2	2	42	100.0	Confident
141	A0A089ZA11	A0A089ZA11_METFO_UPF0145_protein_BRM9_0823_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0823_PE=3_SV=1			12.310070695707447	100.0	17.7	0.01327433628318584		0		0	Single Protein		A0A089ZA11	2	15	15	2	15	2	2	21	100.0	Confident
142	A0A090I4G9	A0A090I4G9_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1784_PE=4_SV=1			23.790019015422956	62.95	31.25	0.04243498817966903		0		0	Single Protein		A0A090I4G9	6	7	7	6	7	6	15	23	100.0	Confident
143	A0A090I4G3	A0A090I4G3_METFO_LL-diaminopimelate_aminotransferase_OS=Methanobacterium_formicicum_OX=2162_GN=dapL_PE=3_SV=1			46.0227708641051	72.99	20.68	0.020341269841269848		0		0	Single Protein		A0A090I4G3	7	25	25	7	25	7	13	41	100.0	Confident
144	A0A090I4G2	A0A090I4G2_METFO_Bifunctional_short_chain_isoprenyl_diphosphate_synthase_IdsA_OS=Methanobacterium_formicicum_OX=2162_GN=idsA_PE=3_SV=1			35.757233203338785	89.67	2.74	0.003389830508474576		0		0	Single Protein		A0A090I4G2	1	13	13	1	13	1	1	16	100.0	Doubtful
145	A0A090I4H9	A0A090I4H9_METFO_UDP-glucose_4-epimerase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1999_PE=4_SV=1			33.88938908017004	62.14	2.59	0.004608294930875576		0		0	Single Protein		A0A090I4H9	1	6	6	1	6	1	1	8	100.0	Doubtful
146	A0A090I4D4	A0A090I4D4_METFO_Acetyl-coenzyme_A_synthetase_OS=Methanobacterium_formicicum_OX=2162_GN=acsA5_PE=4_SV=1			71.90089828045005	72.24	1.58	7.278020378457059E-4		0		0	Single Protein		A0A090I4D4	1	68	0	0	0	0	1	94	86.95652173913044	Doubtful
147	A0A090JYJ5	A0A090JYJ5_METFO_Glutamine--fructose-6-phosphate_aminotransferase_[isomerizing]_OS=Methanobacterium_formicicum_OX=2162_GN=glmS_PE=3_SV=1			65.32375883042427	78.08	1.52	0.001841620626151013		0		0	Single Protein		A0A090JYJ5	1	12	12	1	12	1	3	15	100.0	Doubtful
148	A0A090I531	A0A090I531_METFO_Putative_hydrogenase_expression/formation_protein_MJ0676_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2329_PE=3_SV=1			34.185396540200074	74.61	10.84	0.020055325034578145		0		0	Single Protein		A0A090I531	3	15	15	3	15	3	6	19	100.0	Confident
149	A0A090I526	A0A090I526_METFO_Phosphoesterase_DHHA1_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2314_PE=4_SV=1			51.73543724799678	86.88	3.01	0.002325581395348837		0		0	Single Protein		A0A090I526	1	41	41	1	41	1	2	50	95.65217391304348	Doubtful
150	A0A090I4Q7	A0A090I4Q7_METFO_Aspartate--tRNA(Asp/Asn)_ligase_OS=Methanobacterium_formicicum_OX=2162_GN=aspS_PE=3_SV=1			50.07555106802221	80.64	2.05	0.007389162561576354		0		0	Single Protein		A0A090I4Q7	1	42	42	1	42	1	4	55	100.0	Doubtful
151	A0A090I521	A0A090I521_METFO_4-hydroxy-tetrahydrodipicolinate_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=dapB3_PE=3_SV=1			28.73996770174158	79.41	4.04	0.008298755186721992		0		0	Single Protein		A0A090I521	1	6	6	1	6	1	2	7	100.0	Doubtful
152	A0A090I524	A0A090I524_METFO_RNA-splicing_ligase_RtcB_OS=Methanobacterium_formicicum_OX=2162_GN=rtcB_PE=3_SV=1			52.85251512790345	80.71	2.28	0.0022522522522522522		0		0	Single Protein		A0A090I524	1	65	65	1	65	1	1	86	100.0	Doubtful
153	A0A089ZI64	A0A089ZI64_METFO_ATP_phosphoribosyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=hisG2_PE=4_SV=1			36.85682517122576	90.88	24.62	0.009219858156028368		0		0	Single Protein		A0A089ZI64	6	17	17	6	17	6	9	32	100.0	Confident
154	A0A090I536	A0A090I536_METFO_Signal_recognition_particle_receptor_FtsY_OS=Methanobacterium_formicicum_OX=2162_GN=ftsY_PE=3_SV=1			47.60649551332404	82.99	0.0	0.0		0		0	Single Protein		A0A090I536	0	31	31	0	31	0	0	43	86.95652173913044	Doubtful
155	A0A089ZHU8	A0A089ZHU8_METFO_Response_regulator_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1223_PE=4_SV=1			32.90166185651595	90.97	5.21	0.003472222222222222		0		0	Single Protein		A0A089ZHU8	1	35	35	1	35	1	1	42	100.0	Doubtful
156	A0A090I4R4	A0A090I4R4_METFO_Type_A_flavoprotein_FprA_OS=Methanobacterium_formicicum_OX=2162_GN=fprA1_PE=4_SV=1			45.74385527369273	68.3	10.32	0.008469945355191258		0		0	Single Protein		A0A090I4R4	4	21	21	4	21	4	5	27	100.0	Confident
157	A0A090JYU9	A0A090JYU9_METFO_Phosphosulfolactate_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=comA_PE=3_SV=1			28.540609564536208	89.92	12.02	0.007751937984496124		0		0	Single Protein		A0A090JYU9	2	16	16	2	16	2	3	21	100.0	Confident
158	A0A090I518	A0A090I518_METFO_Digeranylgeranylglycerophospholipid_reductase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2293_PE=3_SV=1			41.86563826191979	73.03	5.34	0.0156794425087108		0		0	Single Protein		A0A090I518	2	22	22	2	22	2	6	28	100.0	Confident
159	A0A090I514	A0A090I514_METFO_UPF0219_protein_DSM1535_2142_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2142_PE=3_SV=1			37.374637146922645	57.83	9.97	0.0090311986863711		0		0	Single Protein		A0A090I514	3	18	18	3	18	3	3	22	100.0	Confident
160	A0A089ZHQ4	A0A089ZHQ4_METFO_Methyl-coenzyme_M_reductase_component_A2_AtwA3_OS=Methanobacterium_formicicum_OX=2162_GN=atwA3_PE=4_SV=1			59.33283722128096	84.75	16.01	0.006915873015873016		0		0	Single Protein		A0A089ZHQ4	7	46	38	5	38	5	9	72	100.0	Confident
161	A0A090I4K5	A0A090I4K5_METFO_Glutamate_dehydrogenase_OS=Methanobacterium_formicicum_OX=2162_GN=gdh_PE=3_SV=1			49.333152584908866	100.0	2.03	0.0022522522522522522		0		0	Single Protein		A0A090I4K5	1	46	46	1	46	1	1	69	87.5	Doubtful
162	A0A090JYQ2	A0A090JYQ2_METFO_Vitamin-B12_independent_methionine_synthase_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_2392_PE=4_SV=1			35.19208678265967	100.0	4.31	0.003076923076923077		0		0	Single Protein		A0A090JYQ2	1	13	13	1	13	1	1	13	100.0	Doubtful
163	A0A090I4L9	A0A090I4L9_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1880_PE=4_SV=1			107.16284820935215	81.24	0.0	0.0		0		0	Single Protein		A0A090I4L9	0	97	97	0	97	0	0	115	95.65217391304348	Doubtful
164	A0A089ZIP7	A0A089ZIP7_METFO_DNA_primase_DnaG_OS=Methanobacterium_formicicum_OX=2162_GN=dnaG_PE=3_SV=1			42.61513727298473	90.44	29.2	0.018178004535147393		0		0	Single Protein		A0A089ZIP7	9	46	46	9	46	9	19	71	100.0	Confident
165	A0A090I689	A0A090I689_METFO_Uncharacterized_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1284_PE=4_SV=1			57.498904566843386	30.96	5.38	0.006048387096774193		0		0	Single Protein		A0A090I689	2	9	9	2	9	2	2	10	95.65217391304348	Confident
166	A0A090I672	A0A090I672_METFO_dTDP-glucose_4,6-dehydratase_OS=Methanobacterium_formicicum_OX=2162_GN=acbB_PE=4_SV=1			35.419690130000056	70.74	15.43	0.01592140921409214		0		0	Single Protein		A0A090I672	4	28	28	4	28	4	7	40	100.0	Confident
167	A0A090I5U4	A0A090I5U4_METFO_SPFH_domain/Band_7_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_2165_PE=3_SV=1			28.976820028695343	100.0	10.73	0.005747126436781609		0		0	Single Protein		A0A090I5U4	2	19	19	2	19	2	2	22	100.0	Confident
168	A0A090I5W3	A0A090I5W3_METFO_30S_ribosomal_protein_S3Ae_OS=Methanobacterium_formicicum_OX=2162_GN=rps3ae_PE=3_SV=1			22.66924151675158	100.0	22.96	0.0195578231292517		0		0	Single Protein		A0A090I5W3	4	38	38	4	38	4	8	48	100.0	Confident
169	A0A090I684	A0A090I684_METFO_Formylmethanofuran_dehydrogenase_subunit_E_OS=Methanobacterium_formicicum_OX=2162_GN=fwdE-1_PE=4_SV=1			22.33305540416935	73.13	12.94	0.012437810945273632		0		0	Single Protein		A0A090I684	2	16	16	2	16	2	3	22	100.0	Confident
170	A0A090I6C9	A0A090I6C9_METFO_Ketol-acid_reductoisomerase_(NADP(+))_OS=Methanobacterium_formicicum_OX=2162_GN=ilvC_PE=3_SV=1			36.148439561295206	53.05	9.15	0.013565891472868219		0		0	Single Protein		A0A090I6C9	3	34	34	3	34	3	6	45	100.0	Confident
171	A0A089ZA94	A0A089ZA94_METFO_CobQ/CobB/MinD/ParA_nucleotide_binding_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_0904_PE=4_SV=1			28.086697734643067	76.34	4.96	0.004405286343612335		0		0	Single Protein		A0A089ZA94	1	10	10	1	10	1	1	10	100.0	Doubtful
172	A0A090I6D3	A0A090I6D3_METFO_Ornithine_carbamoyltransferase_OS=Methanobacterium_formicicum_OX=2162_GN=argF_PE=3_SV=1			33.410818644337006	55.81	2.99	0.004484304932735426		0		0	Single Protein		A0A090I6D3	1	9	9	1	9	1	1	12	95.65217391304348	Doubtful
173	A0A089ZII9	A0A089ZII9_METFO_MotA/TolQ/ExbB_proton_channel_family_protein_OS=Methanobacterium_formicicum_OX=2162_GN=BRM9_1697_PE=3_SV=1			23.63148749892086	53.15	6.76	0.01694915254237288		0		0	Single Protein		A0A089ZII9	1	8	8	1	8	1	2	9	100.0	Doubtful
174	A0A090I6D0	A0A090I6D0_METFO_Tryptophan_synthase_beta_chain_OS=Methanobacterium_formicicum_OX=2162_GN=trpB1_PE=3_SV=1			42.41362431938235	60.56	2.29	0.007547169811320755		0		0	Single Protein		A0A090I6D0	1	20	20	1	20	1	2	28	100.0	Doubtful
175	A0A090I6B5	A0A090I6B5_METFO_DUF521_domain-containing_protein_OS=Methanobacterium_formicicum_OX=2162_GN=DSM1535_1324_PE=4_SV=1			44.01013873983232	61.27	5.39	0.004934210526315789		0		0	Single Protein		A0A090I6B5	2	21	21	2	21	2	2	27	100.0	Confident
176	A0A089ZB18	A0A089ZB18_METFO_50S_ribosomal_protein_L23_OS=Methanobacterium_formicicum_OX=2162_GN=rpl23_PE=3_SV=1			9.980283897603876	100.0	36.05	0.03682170542635659		0		0	Single Protein		A0A089ZB18	3	14	14	3	14	3	6	25	100.0	Confident
177	A0A090I5I0	A0A090I5I0_METFO_Tetrahydromethanopterin_S-methyltransferase_subunit_C_OS=Methanobacterium_formicicum_OX=2162_GN=mtrC_PE=3_SV=1			27.172603937358275	34.07	5.56	0.021739130434782608		0		0	Single Protein		A0A090I5I0	1	5	5	1	5	1	3	10	100.0	Doubtful
178	A0A090I5G8	A0A090I5G8_METFO_F420-non-reducing_hydrogenase_subunit_G_OS=Methanobacterium_formicicum_OX=2162_GN=mvhG_PE=4_SV=1			33.5284823929711	45.95	14.24	0.03157276995305165		0		0	Single Protein		A0A090I5G8	5	12	12	5	12	5	11	31	100.0	Confident
179	A0A090I5H7	A0A090I5H7_METFO_Tetrahydromethanopterin_S-methyltransferase_subunit_H_OS=Methanobacterium_formicicum_OX=2162_GN=mtrH_PE=3_SV=1			33.67262528323462	47.95	50.79	0.07375776397515525		0		0	Single Protein		A0A090I5H7	10	22	22	10	22	10	37	62	100.0	Confident
180	A0A090I5H3	A0A090I5H3_METFO_Methenyltetrahydromethanopterin_cyclohydrolase_OS=Methanobacterium_formicicum_OX=2162_GN=mch_PE=3_SV=1			34.19841125070676	74.38	39.69	0.029061259920634918		0		0	Single Protein		A0A090I5H3	10	21	21	10	21	10	27	48	100.0	Confident
